"BulkAG1"	"BulkAG2"	"BulkAG3"	"BulkTP1"	"BulkTP2"	"BulkTP3"	"RAG1"	"RAG10"	"RAG12"	"RAG2"	"RAG3"	"RAG4"	"RAG5"	"RAG6"	"RAG7"	"RAG8"	"RTP1"	"RTP10"	"RTP11"	"RTP12"	"RTP2"	"RTP3"	"RTP4"	"RTP5"	"RTP6"	"RTP7"	"RTP9"
"K01653"	0.000528850929739895	0.000527715761530475	0.000527189076357423	0.000514473189300533	0.000507035200000792	0.000515700885079526	0.000533165753023032	0.000524481678661555	0.000532075605833059	0.000488722408268622	0.000529744544693253	0.000521819449525824	0.000535311119126942	0.000301280905551801	0.000534773316652387	0.000324214262590281	0.00051168968097169	0.000516127576583602	0.000510689187503399	0.000510803057746461	0.000515271288152868	0.000512743133430036	0.000508766148733106	0.000510205569698878	0.000505328301093222	0.00050898048964621	0.000513874769472162
"K01652"	0.00128484070017534	0.00128704646684186	0.00128481281563244	0.00129223849500099	0.00127347685309588	0.00129049417481553	0.00133245727885986	0.00134731575170568	0.00130547360282944	0.00130133640863656	0.00132523492069418	0.00130757147363078	0.00132939611425005	0.00128791718014845	0.0013019930586625	0.00128777139993455	0.00124931111929126	0.00126785671476538	0.00128297038982308	0.00128228142224849	0.00126977205254124	0.00125247615018707	0.00125228533494949	0.00126550693544668	0.00126098080887578	0.00124917072571545	0.00128825340546266
"K01655"	2.34716295918108e-05	2.53746190468377e-05	2.58926166770398e-05	1.65419130722468e-05	1.57365990240339e-05	1.4234796568516e-05	2.70605389051471e-05	2.56510290292332e-05	2.86032293323617e-05	2.29839936198742e-05	2.82297474780123e-05	2.79613608000803e-05	2.68682085804918e-05	2.50415298120978e-06	2.74759368035136e-05	5.1007160289523e-06	1.75959312576234e-05	1.80302178392788e-05	1.60933566623698e-05	1.66751833993928e-05	1.88625191097094e-05	1.66311415403884e-05	1.72582843549615e-05	1.72985133034116e-05	1.74251138308007e-05	1.64508875203966e-05	1.71793911201837e-05
"K01654"	0.000166796422886687	0.000166175136765381	0.00016835013594105	0.000100629971189501	9.68939021668505e-05	8.34025329148622e-05	0.000160077714942272	0.000157180773625939	0.000158104581552343	0.00014578968337962	0.000158803823760675	0.000151331418924759	0.000156924620214301	0.000209722812176319	0.000153682073187653	0.000201159488391806	9.24037761471768e-05	0.000102842750915663	9.82594385037856e-05	0.000101457441164981	9.90789310225057e-05	9.75693637036121e-05	9.29525139819858e-05	0.000101578479281661	9.70827770573185e-05	9.65118734529934e-05	9.99619541788467e-05
"K01657"	0.000528481297777819	0.00053114992049922	0.000530076728774937	0.000484540203741229	0.000481500341207076	0.000484174154424423	0.000530331710097156	0.000514021152638995	0.000531983038747841	0.000503243676204191	0.000527629612471774	0.000524936763398805	0.000534686277066931	3.72492755954954e-05	0.00053816201552482	8.54369934849511e-05	0.000484541672745642	0.000487621701452228	0.000482001029974826	0.00047865812589221	0.00048515210441317	0.00049076986763728	0.000479901415835334	0.000481039471687312	0.000474062668276814	0.000479169487412279	0.000483534558254059
"K02874"	0.000539293032668535	0.000542406330452328	0.000541434828283824	0.000511617740020205	0.000509905397307062	0.000512930354203774	0.000544410503986996	0.0005439473531731	0.000551977529154929	0.000537767750302663	0.000542893905896367	0.000543262790409669	0.000546647539358578	0.00030292425594572	0.000547687006950038	0.000326684921916804	0.000514806674508754	0.000519149400802476	0.000513887867088466	0.000512812115987352	0.000515474110938993	0.000519194000451762	0.00051340872815023	0.000512116451982395	0.000511302625835211	0.000514464118819676	0.00051809426904554
"K02875"	3.41909564920079e-06	7.34528446092671e-06	5.58279467385987e-06	1.67388406088212e-06	1.58355713449398e-06	1.81517540135439e-06	5.57666511220936e-06	1.47356975274318e-05	1.31445261009559e-05	7.21255029912369e-06	5.79307521535757e-06	5.76230746217872e-06	5.26652593438212e-06	7.04293025965249e-07	4.94566862463245e-06	8.76685567476177e-07	1.60877085783986e-06	2.51818684906129e-06	1.29946358143358e-06	1.7076995047571e-06	9.12702537566583e-07	1.71351155264608e-06	2.01851279005398e-06	1.50859127646031e-06	1.39400910646406e-06	1.59523757773543e-06	2.61207116447238e-06
"K02876"	0.000538923400706459	0.000542024757233579	0.000540761042719737	0.000511322348715343	0.000509608480344345	0.000512834818656335	0.000544136241768362	0.000543583508789707	0.000551977529154929	0.000537767750302663	0.000542709998746673	0.000543168326352912	0.000546379749904288	0.000302846001165057	0.00054722907466998	0.000326764620604757	0.000515208867223214	0.000519250128276438	0.000514087784562533	0.000512912568899397	0.000515575522332056	0.000519496384843406	0.000513509653789733	0.000513625043258855	0.00051160134207231	0.000515062332911326	0.00051839566187221
"K02877"	3.41909564920079e-06	7.34528446092671e-06	5.58279467385987e-06	1.67388406088212e-06	1.58355713449398e-06	1.81517540135439e-06	5.57666511220936e-06	1.47356975274318e-05	1.31445261009559e-05	7.21255029912369e-06	5.79307521535757e-06	5.76230746217872e-06	5.26652593438212e-06	7.04293025965249e-07	4.94566862463245e-06	8.76685567476177e-07	1.60877085783986e-06	2.51818684906129e-06	1.29946358143358e-06	1.80815241680163e-06	9.12702537566583e-07	1.71351155264608e-06	2.01851279005398e-06	1.50859127646031e-06	1.39400910646406e-06	1.59523757773543e-06	2.81299971558564e-06
"K02871"	0.000553893495170527	0.000557192292678869	0.000557605681821901	0.000517820957422297	0.000515447847277791	0.000516751776101362	0.00055775793196048	0.000557045750975262	0.000570768647454183	0.000550077169479834	0.0005584340600455	0.000559038287888093	0.000560929643587411	0.000303785058533011	0.000564447328400182	0.000329314978619233	0.000519331342546429	0.000524387229448523	0.0005193855976253	0.000517935214501623	0.000522775731239526	0.000524536124704129	0.000518858712683376	0.000518955399102348	0.000516779090182034	0.000519548938598707	0.000522615161445588
"K02878"	0.000535596713047777	0.00053477486607734	0.000535467013287629	0.000509845392191035	0.000508222867851662	0.00051111517880242	0.000538650997395697	0.000528938772358124	0.000538925570139191	0.000530747534678182	0.000537100830681009	0.000537594947004247	0.000541202487121336	0.000302219962919755	0.000542466578957371	0.000325887935037281	0.000513700644543989	0.000516933396375302	0.000512888279718132	0.000511405775218729	0.000515271288152868	0.000517883668087974	0.000511793917918187	0.000512317597485923	0.000510406477123912	0.000513666500030808	0.000515783590707738
"K02879"	0.000522012738441493	0.000520942836897672	0.00052025871055539	0.000442988493524038	0.000431123429865987	0.000425801934938764	0.000519178379872737	0.000510018864421668	0.000511618279999881	0.000512187238575104	0.000519169883585855	0.000514829109325803	0.000518083330900912	0.000301202650771138	0.000516913957730103	0.000322779686207138	0.000423911121040802	0.000434135412778166	0.000438518979365318	0.000435162014976926	0.000431201243303679	0.000424648480664584	0.000418235850099185	0.000431859396074706	0.000418601020255351	0.000418450757109725	0.000438024241426906
"K09749"	2.70755412220495e-05	2.89995646249574e-05	2.90690343363049e-05	1.24064348041851e-05	1.18766785087049e-05	6.78302386821903e-06	1.407879388984e-05	1.44628142398868e-05	1.61992399131499e-05	2.14453162227278e-05	1.55401541491338e-05	1.6814602102751e-05	1.3478735865961e-05	2.50415298120978e-06	1.65771485381199e-05	3.74583833376185e-06	1.38756486488688e-05	1.37996639328559e-05	1.42940993957694e-05	1.44652193344131e-05	1.39947722426876e-05	1.34057080295252e-05	1.39277382513725e-05	1.59910675304793e-05	1.34422306694749e-05	1.22633888788411e-05	1.41654628534848e-05
"K09748"	0.000487082518025334	0.000480782255624294	0.000485510626464641	0.000415418638403627	0.000404697820184118	0.000397141270706852	0.00047328516862144	0.000461718522526197	0.000469222554970038	0.000469104271455005	0.000470802303216361	0.000469864218309458	0.000467471124039986	0.0002979159499833	0.000472860872388469	0.000314012830532376	0.00039223844477708	0.000397672067203759	0.000408231482044212	0.000401008024881785	0.000397228426627589	0.000390882223597735	0.000385031314702797	0.000396658932957299	0.000384149080909882	0.000382059399867635	0.000402258959328746
"K06023"	0.000152103552394176	0.000166747496593505	0.000158724627882671	0.000221149623573014	0.00024178937997305	0.000243042432686609	0.000148558701759676	0.000147993702945257	0.000169953168460247	0.000157041261846253	0.000148137209078429	0.000161439072997761	0.00015638904130572	1.43988796419562e-05	0.000164855620821082	2.78945407833329e-05	0.000272988304939701	0.000257862333343876	0.000241900143620713	0.00024852050439818	0.000264987970073498	0.000279604767472954	0.000281279757294022	0.000259578272302938	0.000273126212787923	0.000278668064360658	0.000251361617442688
"K09741"	3.41909564920079e-06	7.34528446092671e-06	5.58279467385987e-06	1.67388406088212e-06	1.58355713449398e-06	1.81517540135439e-06	5.57666511220936e-06	1.47356975274318e-05	1.31445261009559e-05	7.21255029912369e-06	5.79307521535757e-06	5.76230746217872e-06	5.26652593438212e-06	7.04293025965249e-07	4.94566862463245e-06	8.76685567476177e-07	1.60877085783986e-06	2.51818684906129e-06	1.29946358143358e-06	1.80815241680163e-06	9.12702537566583e-07	1.71351155264608e-06	2.01851279005398e-06	1.50859127646031e-06	1.39400910646406e-06	1.59523757773543e-06	2.81299971558564e-06
"K09740"	2.64286852884169e-05	2.45160793046515e-05	2.24274337760233e-05	9.88576233603321e-05	9.76856807340975e-05	9.71596517461796e-05	3.19972588405455e-05	3.32007999846458e-05	2.82329609914898e-05	2.63498504261319e-05	3.28274262203596e-05	3.12676027865763e-05	3.38307343920479e-05	2.97368166518661e-06	3.0864635675947e-05	4.46312652533326e-06	8.41588255007475e-05	7.94739769563743e-05	8.76638123782503e-05	8.33759169969642e-05	8.50841587798181e-05	7.99302741910789e-05	8.74016038093373e-05	8.39782477229575e-05	8.22465372813795e-05	8.28526516936338e-05	8.0873741823087e-05
"K09747"	0.000503438732347186	0.000496140577678959	0.000497446256457031	0.000510928493642195	0.000509113618739815	0.00051101964325498	0.000520641111705447	0.000510837514284303	0.000528558056594775	0.000486222057498259	0.000521928490831263	0.000516340534233916	0.000527813014406805	0.000300811376867824	0.00053120144486793	0.000322939083583043	0.000510382554649695	0.00051562393921379	0.000510989063714499	0.000508392187857393	0.000514459997008364	0.000512743133430036	0.000510280033325646	0.000510406715202406	0.00050781760306905	0.000509479001389253	0.000512769662441039
"K09746"	0	0	0	0	0	9.55355474397047e-08	0	0	0	0	0	0	0	0	0	0	1.00548178614991e-07	0	0	0	0	0	0	0	0	0	1.0046427555663e-07
"K06024"	0.000535504305057258	0.000540212284444519	0.000538932196188645	0.000510436174800759	0.000509014646418909	0.000511401785444739	0.000544593345466084	0.000543219664406314	0.000552810632921891	0.000501704998807044	0.00054188241657305	0.000534572097188022	0.000546558276207148	0.000302063453358429	0.000547137488213968	0.000326127031101138	0.000516415445366594	0.000519854493120213	0.0005151873306699	0.000512812115987352	0.00051740092740719	0.000519395590046191	0.000514619835824262	0.000514329052521203	0.000512895779099741	0.000515361439957152	0.000518194733321097
"K03477"	2.42108935159623e-05	2.12727069452813e-05	2.3486239662445e-05	9.75775943725987e-05	0.000107879829787403	0.000117126581161078	3.5836929901411e-05	4.0386726556665e-05	4.26734262854976e-05	5.11610234551174e-05	3.55860334657679e-05	4.28866817676908e-05	3.65978920863842e-05	0.00032913960746776	3.68177553167083e-05	0.000303253507658805	0.000122970422446134	0.000114426410421345	0.000109354858314488	0.000113712696434414	0.00011844850709753	0.000126396675706952	0.000129992223679476	0.000114854082514512	0.000130538995612456	0.000133501444786734	0.000114428809859001
"K03476"	0	9.53933046873599e-08	1.92510161167582e-07	0	0	0	0	9.09610958483446e-08	0	9.61673373216493e-08	0	9.44640567570281e-08	8.92631514302055e-08	0	9.15864560117121e-08	0	0	0	0	1.00452912044535e-07	0	0	0	0	1.99144158066294e-07	0	0
"K03475"	1.10889588622728e-05	1.20195563906073e-05	1.21281401535577e-05	4.33240580463607e-06	5.14656068710544e-06	3.05713751807055e-06	7.95360434036417e-06	7.27688766786757e-06	9.71954394788991e-06	7.21255029912369e-06	7.72410028714343e-06	8.31283699461848e-06	7.58736787156746e-06	7.04293025965249e-07	8.60912686510094e-06	1.35487769519046e-06	6.23398707412945e-06	6.245103385672e-06	5.79760674793445e-06	7.73487422742921e-06	6.28750636990313e-06	6.24927742729747e-06	6.76201784668083e-06	6.03436510584126e-06	6.07389682102198e-06	6.38095031094171e-06	5.42507088005801e-06
"K03474"	0.000146928704925115	0.000152724680804463	0.000150254180791298	0.000292634319349509	0.000296817990396716	0.000306191429544253	0.00016355170304496	0.000171916471153371	0.000171156540568081	0.000194835025413661	0.000167723320520829	0.000182221165484307	0.000166118724811612	0.000280152114772844	0.000153315727363606	0.000269381565279043	0.000301644535844973	0.000294728588814133	0.000297277283937191	0.000299550583716804	0.000299974900680217	0.000305811414748718	0.000311153746586821	0.000302522837306175	0.000306184143026927	0.000309775197126499	0.000292451506145349
"K03473"	0	2.8617991406208e-07	4.81275402918955e-07	4.92318841435917e-07	5.93833925435243e-07	2.86606642319114e-07	1.82841479088831e-07	3.63844383393378e-07	3.70268340871997e-07	5.77004023929896e-07	5.51721449081673e-07	6.61248397299197e-07	4.46315757151027e-07	2.34764341988416e-07	5.49518736070272e-07	4.78192127714278e-07	5.02740893074955e-07	8.05819791699613e-07	5.99752422200116e-07	7.03170384311746e-07	4.05645572251815e-07	8.06358377715802e-07	1.00925639502699e-06	1.20687302116825e-06	7.96576632265177e-07	3.98809394433857e-07	1.10510703112293e-06
"K03472"	0	1.9078660937472e-07	2.88765241751373e-07	0	0	0	0	1.81922191696689e-07	9.25670852179992e-08	1.92334674643299e-07	9.19535748469456e-08	9.44640567570281e-08	0	2.34764341988416e-07	0	3.18794751809519e-07	0	3.02182421887355e-07	9.99587370333526e-08	2.0090582408907e-07	1.01411393062954e-07	1.00794797214475e-07	0	9.05154765876188e-07	2.98716237099441e-07	9.97023486084643e-08	0
"K03471"	3.25276126626669e-05	3.4723162906199e-05	3.78282466694298e-05	8.11341450686391e-05	9.22422030842744e-05	9.42935853229885e-05	3.74825032132104e-05	3.68392438185795e-05	5.08193297846816e-05	3.81784329166948e-05	3.64136156393904e-05	4.354793016499e-05	3.8650944569279e-05	2.34764341988416e-06	4.63427467419263e-05	5.73830553257134e-06	0.000105776683902971	9.87129244832026e-05	8.86633997485838e-05	9.16130557846161e-05	0.000101817038635205	0.000109765534166564	0.000110412649615953	9.78572874663924e-05	0.00010883228238323	0.000111467225744263	9.27285263387694e-05
"K03470"	0.000528666113758857	0.000532008460241406	0.00053017298385552	0.000499112841447732	0.000498226663440169	0.000499268770919896	0.000526766301254923	0.000527028589345308	0.000536333691753087	0.000526900841185316	0.000525422726675447	0.000525314619625834	0.000529151961678258	0.000301437415113127	0.000532483655252094	0.000323576673086662	0.000499724447716506	0.000500514818119422	0.000497594592952029	0.000495333309291603	0.000499349699441984	0.00050226047451973	0.000497159700190295	0.000494918511430747	0.000493379651609244	0.000496517696070152	0.000502924163436489
"K03478"	5.36890424915042e-05	5.79991292499148e-05	5.55391814968474e-05	8.6451188556147e-05	8.91740611361924e-05	8.27337840827842e-05	6.90226583560339e-05	6.76750553111684e-05	6.35010204595474e-05	5.72195657063813e-05	6.7585877512505e-05	6.6975016240733e-05	6.53406268469104e-05	6.26038245302444e-06	6.20040307199291e-05	1.15563097530951e-05	8.00363501775329e-05	8.08841615918486e-05	8.06667007859156e-05	8.26727466126525e-05	8.20418169879295e-05	7.78135834495749e-05	8.2153470555197e-05	8.31736657088453e-05	8.20473931233132e-05	8.00609859325968e-05	8.10746703742003e-05
"K02304"	0.000638724030466914	0.00061786243446003	0.000617380086864435	0.000323748870128259	0.000313049451025279	0.000291383419691099	0.00062815190140968	0.00060661954821261	0.000677498496710536	0.000569599138956129	0.000629514173402189	0.000619495284212591	0.000641534269328887	4.21793267772521e-05	0.00067508376726233	9.5718124230808e-05	0.000298326445950679	0.000318903182565122	0.000302375179525892	0.00030678319338401	0.000309406160235072	0.000302182802048997	0.000292987131476335	0.000307450902142612	0.000296724795518779	0.000290133834450631	0.00030792300458107
"K02305"	9.70283900448872e-06	9.53933046873599e-06	9.14423265546014e-06	2.63882899009651e-05	2.59307480773389e-05	2.76097732100746e-05	1.33474279734847e-05	1.64639583485504e-05	1.13857514818139e-05	1.08669091173464e-05	1.33332683528071e-05	1.20913992648996e-05	1.24968412002288e-05	1.95636951657014e-06	1.06240288973586e-05	2.47065932652377e-06	2.55392373682077e-05	2.2965864063439e-05	2.5789354154605e-05	2.58163983954455e-05	2.52514368726755e-05	2.37875721426162e-05	2.88647328977719e-05	2.63500609621735e-05	2.93737633147784e-05	2.65208247298515e-05	2.51160688891575e-05
"K02302"	0.000577919572705452	0.000593727928374128	0.000606214497516715	0.000834874291307028	0.000822064097444188	0.000823229812287935	0.000567082847394011	0.00059179288958933	0.000487365703672766	0.000560270907235929	0.000567721371105042	0.000564139346952972	0.000520047120232377	0.000966446541185648	0.00046809837667586	0.000930880675283795	0.000816752854889572	0.000798265231152429	0.000840852895924562	0.000840489515076626	0.000810378441966063	0.000805451224540872	0.000811341215962197	0.000809208360693312	0.000801156947900702	0.000811078605929857	0.000839479486551199
"K02303"	0.000350041468085745	0.000338360051726066	0.000338336608252025	0.000181665652489853	0.000185771046340325	0.000167760421304121	0.000325640674257209	0.000325731684232922	0.000345923197459663	0.000317448380498764	0.000330021380125688	0.000323161538165793	0.000325007134357378	0.000290012217136357	0.000331359797850374	0.000291537800529805	0.000168920940073185	0.00017627307943429	0.000178626263078601	0.000179911165471763	0.000173007836565399	0.000173971819992184	0.000179042084477788	0.000183042408210518	0.000188191229372648	0.000178068394614717	0.000174205053815196
"K02300"	5.92335219226407e-05	5.91438489061631e-05	5.85230889949449e-05	6.44937682281051e-05	6.3540230021571e-05	6.18114991934889e-05	5.89663770061481e-05	6.85846662696518e-05	5.53551169603635e-05	6.35666099696102e-05	6.32640594946986e-05	6.20628852893675e-05	5.53431538867274e-05	0.000271465834119272	5.03725508064416e-05	0.000250891469674091	6.09321962406846e-05	6.01343019555836e-05	6.65725188642129e-05	6.88102447505066e-05	6.32807092712831e-05	6.37023118395484e-05	6.66109220717813e-05	6.84900439512983e-05	6.77090137425401e-05	6.68005735676711e-05	6.93203501340746e-05
"K02301"	0.000513141571351675	0.000518367217671114	0.000514964681123281	0.000451160986291874	0.000455965482413361	0.000461341158586334	0.00051323603180235	0.000523844950990616	0.000526984416146069	0.000484683380101112	0.000511353829723864	0.000504249134969016	0.000514334278540844	0.000300107083841859	0.000517738235834208	0.000321265411136043	0.000463024362522034	0.000465965294550301	0.000462409117516289	0.000459069808043526	0.000457365382713921	0.000467486269480736	0.000463046834038383	0.000464444967646249	0.000464702892847698	0.000464114432772401	0.000466053774307206
"K03653"	4.62039952594701e-06	9.15775724998655e-06	7.31538612436811e-06	3.44623189005142e-06	3.66197587351733e-06	3.82142189758819e-06	7.31365916355326e-06	1.67368416360954e-05	1.48107336348799e-05	9.23206438287833e-06	7.17237883806175e-06	6.99034020002008e-06	7.49810472013726e-06	1.56509561325611e-06	6.86898420087841e-06	1.43457638314283e-06	4.42411985905961e-06	4.43200885434787e-06	2.99876211100058e-06	3.61630483360327e-06	3.04234179188861e-06	3.02384391643426e-06	3.33054610358907e-06	3.31890080821269e-06	3.5845948451933e-06	3.38987985268779e-06	5.12367805338812e-06
"K03652"	0.00044725467411167	0.000447108419069656	0.000444987237538865	0.000385091797771174	0.00039193039078726	0.000394466275378541	0.000433699988398708	0.000433793466100755	0.000443303771108998	0.000441311910969048	0.000429055380235848	0.000431700739379619	0.000437567968310867	0.000292516370117567	0.000450605363577623	0.000307557236808233	0.00039605927556445	0.000395456062776585	0.000386640394845008	0.000385739182251015	0.000392157856974442	0.000396224347850102	0.000388462786445888	0.000388914831071469	0.000391119126442202	0.000395220109883952	0.000392513924599753
"K03651"	8.5015351277425e-06	9.44393716404863e-06	8.08542676903844e-06	1.01417681335799e-05	8.7095642397169e-06	8.78927036445283e-06	1.06962265266966e-05	9.91475944746956e-06	1.09229160557239e-05	1.10592437919897e-05	1.03907539577048e-05	1.09578305838153e-05	1.05330518687642e-05	1.87811473590733e-06	8.3343674970658e-06	3.42704358195233e-06	8.74769153950422e-06	9.06547265662065e-06	8.19661643673492e-06	1.01457441164981e-05	9.73549373404355e-06	8.5675577632304e-06	8.78053063673481e-06	8.44811114817776e-06	8.06533840168492e-06	8.87350902615332e-06	1.07496774845594e-05
"K03650"	0.000416482813268863	0.000403704465436907	0.000400228625067403	0.000390310377490395	0.000398957425571578	0.00038816092924752	0.000435162720231419	0.000428972528020793	0.000463020560260432	0.000445543273811201	0.000439078319894165	0.000445114635439117	0.000440424389156634	0.000297211656957335	0.000446483973057096	0.000309709101382948	0.00038922199941863	0.000394146605615073	0.000389439239481942	0.000390862280765286	0.000393679027870386	0.000400860908521968	0.000401482193941737	0.000396960651212591	0.000404959645427809	0.000407383796414185	0.000388595817853044
"K03657"	0.000898760115787212	0.000912532352639285	0.000923663753282058	0.000971049682848202	0.000970324634161187	0.000974940261622186	0.000874439373742336	0.000859673316862705	0.000847359098085565	0.000825308088894394	0.000868041746555166	0.000864346119326808	0.000866566674084435	0.000654914259367019	0.000869521813375194	0.000680068904297656	0.00100658781611468	0.000999317269181482	0.000991290795159758	0.000994584282152943	0.00100498690525387	0.00100351300106732	0.000999668459274234	0.000991848477896774	0.000986062298665256	0.000998219914267944	0.000992888435326173
"K03656"	2.90161090229472e-05	3.38646231640128e-05	3.01278402227266e-05	3.52500290468116e-05	3.28588105407501e-05	3.6876721311726e-05	2.64205937283361e-05	2.79250564254418e-05	2.24012346227558e-05	2.82731971725649e-05	2.69423974301551e-05	2.66388640054819e-05	2.80286295490845e-05	4.53877727844272e-06	2.09732984266821e-05	6.6946897879999e-06	3.4286928907712e-05	3.39451587253462e-05	3.78843613356406e-05	3.62635012480772e-05	3.44798736414042e-05	3.73948697665703e-05	3.89572968480418e-05	3.81170729185639e-05	3.71403854793639e-05	3.67901666365233e-05	3.42583179648108e-05
"K03655"	0.000580137364477906	0.000584188597905392	0.000581380686726097	0.000567348232870751	0.00056295456131261	0.000565283834200732	0.000596154642569135	0.000580513713704135	0.000584190874810793	0.000569599138956129	0.000589330461194074	0.000588227681426014	0.000594403325373738	0.000306289211514221	0.000585329040370852	0.000334495393336138	0.000569404335496694	0.000577571335700698	0.000574063026782544	0.000570672993325004	0.000575408244239199	0.000577755777633372	0.00056689931708666	0.000567431465452606	0.000564274971880845	0.000574185825636146	0.000576363548868386
"K03654"	0.000640294966305737	0.000645240312905302	0.000645005294991983	0.000651534754756292	0.000656681349210473	0.00067591399813591	0.000636379767968678	0.00061871737396044	0.00062501295939193	0.000653168555088642	0.00062979003412673	0.000641316481323464	0.000636357006545935	0.00030879336449543	0.000636525869281399	0.00034294345425909	0.000690765987084989	0.000686659190002033	0.000673721887604797	0.000676550362619945	0.000678543630984223	0.000686210979436148	0.000679633256411175	0.000677558628634209	0.000679579439401229	0.00067977061281251	0.000680846395447281
"K03658"	0	9.53933046873599e-08	9.62550805837909e-08	0	0	0	0	9.09610958483446e-08	0	9.61673373216493e-08	0	9.44640567570281e-08	0	0	0	0	0	0	0	1.00452912044535e-07	0	1.00794797214475e-07	0	3.01718255292063e-07	0	9.97023486084643e-08	1.0046427555663e-07
"K12439"	3.69631962075761e-07	2.8617991406208e-07	2.88765241751373e-07	0	0	0	5.48524437266494e-07	3.63844383393378e-07	1.85134170435998e-07	2.88502011964948e-07	3.67814299387782e-07	3.77856227028113e-07	3.57052605720822e-07	0	3.66345824046848e-07	7.96986879523797e-08	0	0	0	0	0	0	0	0	0	9.97023486084643e-08	0
"K12431"	3.69631962075761e-07	2.8617991406208e-07	2.88765241751373e-07	0	0	0	5.48524437266494e-07	3.63844383393378e-07	1.85134170435998e-07	2.88502011964948e-07	3.67814299387782e-07	3.77856227028113e-07	3.57052605720822e-07	0	3.66345824046848e-07	7.96986879523797e-08	0	0	0	0	0	0	0	0	0	9.97023486084643e-08	0
"K12430"	9.24079905189402e-07	1.04932635156096e-06	1.15506096700549e-06	1.28002898773338e-06	7.91778567246991e-07	1.05089102183675e-06	9.14207395444157e-07	1.00057205433179e-06	8.33103766961993e-07	5.77004023929896e-07	9.19535748469456e-07	7.55712454056225e-07	8.92631514302054e-07	7.82547806628055e-08	1.19062392815226e-06	1.59397375904759e-07	1.00548178614991e-06	6.0436484377471e-07	5.99752422200116e-07	8.03623296356282e-07	6.08468358377722e-07	8.06358377715802e-07	7.06479476518893e-07	4.02291007056084e-07	6.9700455323203e-07	8.97321137476179e-07	8.03714204453039e-07
"K12433"	5.08243947854171e-06	5.15123845311743e-06	5.77530483502746e-06	4.1354782680617e-06	2.77122498536447e-06	3.05713751807055e-06	4.6624577167652e-06	4.54805479241723e-06	3.98038466437397e-06	3.75052615554432e-06	5.2413537662759e-06	4.15641849730924e-06	4.28463126864986e-06	1.56509561325611e-07	4.12139052052704e-06	5.57890815666658e-07	3.11699353706472e-06	3.92837148453561e-06	3.19867958506728e-06	3.81721065769234e-06	3.14375318495156e-06	2.92304911921978e-06	2.82591790607557e-06	2.91660980115661e-06	3.28587860809386e-06	3.29017750407932e-06	3.41578536892542e-06
"K12432"	3.69631962075761e-07	2.8617991406208e-07	2.88765241751373e-07	0	0	0	5.48524437266494e-07	3.63844383393378e-07	1.85134170435998e-07	2.88502011964948e-07	3.67814299387782e-07	3.77856227028113e-07	3.57052605720822e-07	0	3.66345824046848e-07	7.96986879523797e-08	0	0	0	0	0	0	0	0	0	9.97023486084643e-08	0
"K12435"	3.69631962075761e-07	2.8617991406208e-07	2.88765241751373e-07	0	0	0	5.48524437266494e-07	3.63844383393378e-07	1.85134170435998e-07	2.88502011964948e-07	3.67814299387782e-07	3.77856227028113e-07	3.57052605720822e-07	0	3.66345824046848e-07	7.96986879523797e-08	0	0	0	0	0	0	0	0	0	9.97023486084643e-08	0
"K12434"	9.24079905189402e-07	1.04932635156096e-06	1.15506096700549e-06	1.28002898773338e-06	7.91778567246991e-07	9.55355474397047e-07	9.14207395444157e-07	1.00057205433179e-06	8.33103766961993e-07	5.77004023929896e-07	9.19535748469456e-07	7.55712454056225e-07	8.92631514302054e-07	7.82547806628055e-08	1.19062392815226e-06	1.59397375904759e-07	1.00548178614991e-06	6.0436484377471e-07	5.99752422200116e-07	8.03623296356282e-07	6.08468358377722e-07	8.06358377715802e-07	7.06479476518893e-07	4.02291007056084e-07	6.9700455323203e-07	8.97321137476179e-07	8.03714204453039e-07
"K12437"	4.71280751646595e-06	4.38809201561856e-06	4.90900910977334e-06	2.65852174375395e-06	2.07841873902335e-06	1.91071094879409e-06	4.6624577167652e-06	4.2751715048722e-06	3.14728089741197e-06	3.46202414357937e-06	4.50572516750033e-06	3.40070604325301e-06	4.9094733286613e-06	3.13019122651222e-07	3.7550446964802e-06	4.78192127714278e-07	2.51370446537478e-06	2.51818684906129e-06	2.79884463693387e-06	2.91313444929152e-06	1.92681646819612e-06	1.81430634986056e-06	1.91758715055128e-06	2.11202778704444e-06	2.98716237099441e-06	2.49255871521161e-06	2.71253544002901e-06
"K12436"	1.29371186726516e-06	1.71707948437248e-06	1.44382620875686e-06	1.1815652194462e-06	1.38561249268223e-06	1.33749766415587e-06	2.28551848861039e-06	1.36441643772517e-06	1.20337210783399e-06	2.01951408375463e-06	1.37930362270418e-06	1.60588896486948e-06	2.32084193718534e-06	1.56509561325611e-07	1.83172912023424e-06	3.98493439761899e-07	1.20657814337989e-06	1.00727473962452e-06	9.99587370333526e-07	1.20543494453442e-06	1.3183481098184e-06	1.2095375665737e-06	1.21110767403239e-06	1.40801852469629e-06	9.95720790331471e-07	1.3958328805185e-06	1.30603558223619e-06
