"BulkAG1"	"BulkAG2"	"BulkAG3"	"BulkTP1"	"BulkTP2"	"BulkTP3"	"RAG1"	"RAG10"	"RAG12"	"RAG2"	"RAG3"	"RAG4"	"RAG5"	"RAG6"	"RAG7"	"RAG8"	"RTP1"	"RTP10"	"RTP11"	"RTP12"	"RTP2"	"RTP3"	"RTP4"	"RTP5"	"RTP6"	"RTP7"	"RTP9"
"K01011"	0.00109743729540293	0.00114157167719364	0.00112695448347502	0.00134895362553441	0.00133929344649829	0.00136759136159937	0.00109512903900256	0.00112073166194745	0.00105109925265038	0.00106688044024638	0.00109967280159462	0.00107726810325715	0.00109436623653432	0.000602874830226253	0.00106798966355257	0.000656318695287847	0.0013589086339816	0.00134410741255495	0.00134684402278739	0.00135028804370264	0.00133903603400324	0.00133563185788901	0.00134675173352402	0.00133631015268855	0.0013208236283747	0.00132454570126345	0.00134762779231663
"K14103"	0	0	0	9.84637682871834e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K14102"	0	0	0	9.84637682871834e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K14101"	0	0	0	9.84637682871834e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K14100"	0	0	0	9.84637682871834e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K14105"	0	0	0	9.84637682871834e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K14104"	0	0	0	9.84637682871834e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K14109"	0	0	0	9.84637682871834e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K14108"	0	0	0	9.84637682871834e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K06401"	1.95904939900153e-05	2.12727069452813e-05	2.23311786954395e-05	1.20125797310364e-05	1.29653740386695e-05	6.49641722589992e-06	1.63643123784504e-05	1.56453084859153e-05	2.17532650262298e-05	1.58676106580721e-05	1.66435970472972e-05	1.86094191811345e-05	1.49962094402745e-05	1.09556692927928e-06	1.98742609545415e-05	2.39096063857139e-06	1.35740041130238e-05	1.43033013026681e-05	1.27947183402691e-05	1.34606902139677e-05	1.5313120352506e-05	1.37080924211686e-05	1.4432366448886e-05	1.37784669916709e-05	1.34422306694749e-05	1.27619006218834e-05	1.25580344445787e-05
"K03503"	3.03098208902124e-05	3.25291168983897e-05	3.08978808673969e-05	6.44937682281051e-05	6.53217317978768e-05	5.99007882446948e-05	3.67511372968551e-05	3.92951934064849e-05	3.56383278089297e-05	3.84669349286597e-05	3.66894763639313e-05	3.75966945892972e-05	3.58837868749426e-05	3.99099381380308e-06	3.37954022683218e-05	7.09318322776179e-06	5.79157508822349e-05	5.65081128929354e-05	5.54770990535107e-05	5.61531778328952e-05	5.88186079765131e-05	5.75538292094654e-05	5.79313170745492e-05	5.72258957537279e-05	5.82496662343911e-05	5.80267668901262e-05	5.61595300361561e-05
"K03502"	4.25076756387125e-05	4.71242925155558e-05	4.697247932489e-05	2.97360580227294e-05	2.92958069881387e-05	2.41704935022453e-05	4.84529919585403e-05	4.64811199785041e-05	5.00787931029376e-05	8.50119261923379e-05	4.76319517707178e-05	6.0362532267741e-05	4.5167154623684e-05	4.77354162043113e-06	4.39614988856218e-05	9.32474649042843e-06	3.26781580498721e-05	3.58589807306328e-05	3.1187125954406e-05	3.6966671632389e-05	3.51897533928449e-05	3.36654622696348e-05	3.44156430704204e-05	3.45970266068232e-05	3.39540789503032e-05	3.37990961782694e-05	3.60666749248301e-05
"K03501"	0.000512309899437004	0.000509781820249251	0.000509478141530005	0.000433240580463607	0.00042241386562627	0.000415866238005034	0.000504093957847908	0.000492736256210483	0.000496622412194566	0.000499012313362038	0.000503813636586415	0.000499242539960894	0.000502462279400627	0.000299402790815894	0.000503633921608405	0.000319990232128805	0.000412549176857308	0.00042073865874116	0.000426623889658349	0.00042150041893887	0.000418321996384684	0.000409730850676842	0.000405418293882342	0.000416773483310103	0.000403366492163279	0.000402398678983762	0.000425667135533441
"K03500"	0.000583926092089183	0.000581517585374146	0.000578204269066832	0.000664138117097052	0.000664401190241131	0.000667220263318897	0.00058363000125155	0.000585789457263339	0.000579655087635111	0.000589121108432423	0.000583813246703257	0.000585204831609789	0.000584673641867846	0.000572355465767759	0.000583405724794606	0.000572953867689658	0.000652155486496832	0.000645663108099315	0.00065712873725726	0.000651236228784722	0.000652987959932359	0.000650832005613867	0.00065177777990843	0.000652918304452024	0.000650703536481617	0.00065245216929379	0.000644377863420224
"K02278"	0.000174189062128202	0.000165888956851319	0.000168542646102218	0.000208940116305403	0.000204773731954253	0.000201484469550337	0.000188509564940585	0.000197112694703363	0.000180042980749008	0.000187718642451859	0.00019025194635833	0.00018467723095999	0.000180668618494736	0.000480562608050288	0.000168977011341609	0.000449022407923707	0.000196471141013693	0.000198130941284142	0.00020481545218134	0.000210247944909212	0.000201301615229963	0.000197457007743157	0.000202254981563409	0.000206878150378591	0.000207109924388946	0.000206084754573696	0.000202837372348836
"K02279"	0.000270940228201533	0.000281410248827712	0.00028183487594934	0.000313016319384956	0.000302063523404727	0.000312687846770153	0.000289620902876709	0.000293349534110911	0.000254096648923408	0.000262632998225424	0.000286343432073389	0.000274512548935924	0.000277429874645079	0.000286099478103217	0.000258548565321063	0.000283727329110472	0.000307677426561873	0.000306312248319815	0.000318468536188261	0.000318837542829355	0.000304944058940302	0.000301376443671281	0.000301868587752573	0.000308858920667308	0.000303993557288198	0.000301300497494779	0.000316964789381167
"K02276"	0.00103700246960355	0.000996096887545412	0.000992197370657717	0.000738478262153875	0.000752981417451888	0.000729222833607266	0.00103076883836329	0.00101931004007655	0.00106905726718267	0.000975136800441523	0.00102684557031584	0.00100793148559749	0.00103991571416189	0.000861819899439477	0.00106231130327985	0.000875250991093034	0.000716506320810426	0.000725942904847389	0.000724900760965873	0.000718439226942516	0.000716877137562019	0.000725520950349793	0.000723334058315844	0.000723721521693895	0.000740517551769515	0.000735205118638816	0.000719525141536583
"K02277"	2.29171816486972e-05	2.40391127812147e-05	2.5315086193537e-05	1.51634203162262e-05	1.56376267031281e-05	8.59819926957342e-06	2.05696663974935e-05	1.94656745115457e-05	2.61039180314758e-05	2.01951408375463e-05	2.11493222147975e-05	2.30492298487149e-05	1.94593670117848e-05	1.33033127126769e-06	2.50031024911974e-05	3.26764620604757e-06	1.89030575796183e-05	1.93396750007907e-05	1.77926551919368e-05	1.78806183439273e-05	2.01808672195278e-05	1.73367051208898e-05	1.88730945870047e-05	1.9410541090456e-05	1.83212625420991e-05	1.73482086578728e-05	1.7380319671297e-05
"K02274"	0.00105308145995384	0.00104388893319378	0.0010451376649788	0.000941215161057186	0.000955775702988024	0.000949909948192983	0.00107437653112597	0.00107588784169422	0.0010805355857497	0.00101427690673143	0.00106592583962579	0.00104694514103814	0.0010807089743655	0.001121391006898	0.00108823027033116	0.00111610042608513	0.000948973709768286	0.000952982631158755	0.000945309776124416	0.000944357826130675	0.000947182411207987	0.00096148157062888	0.000946985275453825	0.000942064965773584	0.000961268850986003	0.000961629152328638	0.00095451108206354
"K02275"	0.00109993231114694	0.00105972422177188	0.00105793959069645	0.000851810059452423	0.000877290652509666	0.000858100287103427	0.00109787166118889	0.00108334665155378	0.00113542786728398	0.00104303094059061	0.00109010962981054	0.00107877952816526	0.00111177255106321	0.00106215213793626	0.00113603840036928	0.00106238351040522	0.000855262807299114	0.000860615537535187	0.000852348150683398	0.00085143888248948	0.00085459380934151	0.000879434605696297	0.000867254020246693	0.000856578126774166	0.000882905624786916	0.000887350902615332	0.000853845877955797
"K12508"	4.70356671741405e-05	4.62657527733696e-05	4.62986937608034e-05	6.52814783744026e-05	6.75980951787118e-05	6.19070347409286e-05	5.46696022475606e-05	6.31270005187511e-05	5.27632385742595e-05	5.37575415628019e-05	5.65514485308715e-05	5.64895059407028e-05	5.40042066152743e-05	5.24307030440797e-06	5.33949038548281e-05	8.04956748319035e-06	6.20382262054495e-05	6.21488514348326e-05	6.33738392791456e-05	6.50934870048588e-05	6.48018801672274e-05	6.43070806228352e-05	6.7721104106311e-05	6.67803071713099e-05	7.10944644296671e-05	6.49062289441103e-05	6.27901722228937e-05
"K12507"	2.12538378193562e-06	1.33550626562304e-06	1.44382620875686e-06	9.84637682871834e-07	4.94861604529369e-07	7.64284379517637e-07	2.01125626997715e-06	1.72826082111855e-06	1.48107336348799e-06	1.15400804785979e-06	1.83907149693891e-06	1.32249679459839e-06	1.6067367257437e-06	7.82547806628055e-08	1.09903747214054e-06	1.59397375904759e-07	8.04385428919929e-07	1.20872968754942e-06	8.99628633300174e-07	1.10498203248989e-06	5.07056965314768e-07	6.04768783286852e-07	1.11018203452969e-06	6.03436510584126e-07	1.8918695016298e-06	7.97618788867714e-07	9.04178480009669e-07
"K12506"	0.00014563499305785	0.000137557145359173	0.00014168747861934	0.000337533797688465	0.000338881226781712	0.000338577980126313	0.000168854105938536	0.000184378141284594	0.000163936307921077	0.000172908872504325	0.000176918678005523	0.000175892073681586	0.000161209251482951	0.000541053553502637	0.00014873640456302	0.000505130284242183	0.000313509220921542	0.000305909338423966	0.000328964203576764	0.000325366982112249	0.000320358590685871	0.000312060692176016	0.000322861120769134	0.000313585840000217	0.000318531080827038	0.000320243943730387	0.000311238325674439
"K12500"	3.69631962075761e-06	4.19730540624384e-06	3.85020322335164e-06	1.67388406088212e-06	1.28664017177636e-06	5.73213284638228e-07	2.46835996769922e-06	2.72883287545034e-06	3.14728089741197e-06	2.11568142107628e-06	2.20688579632669e-06	2.26713736216868e-06	2.58863139147596e-06	2.34764341988416e-07	3.11393950439821e-06	3.98493439761899e-07	1.40767450060988e-06	1.10800221358697e-06	9.99587370333526e-07	1.30588785657896e-06	1.01411393062954e-06	1.00794797214475e-06	1.21110767403239e-06	1.40801852469629e-06	9.95720790331471e-07	7.97618788867714e-07	1.40649985779282e-06
"K12503"	8.77875909929932e-05	8.82388068358079e-05	9.21161121186879e-05	4.08624638391811e-05	3.79063989069497e-05	3.72588635014848e-05	5.75036451734375e-05	5.44856964131584e-05	4.18403225185356e-05	4.16404570602741e-05	5.56319127824021e-05	4.87434532866265e-05	5.24867330409608e-05	2.8954268845238e-06	4.94566862463245e-05	8.84655436271415e-06	4.29340722686012e-05	4.40179061215914e-05	4.28822981873083e-05	4.55051691561744e-05	4.1680082548874e-05	4.44505055715836e-05	4.10767352775985e-05	4.22405557408888e-05	3.76382458745296e-05	4.29717122502481e-05	4.46061383471437e-05
"K09728"	0	0	0	9.84637682871834e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0092855111326e-07
"K06597"	9.24079905189402e-07	8.58539742186239e-07	9.62550805837909e-07	3.15084058518987e-06	2.57328034355272e-06	3.24820861294996e-06	9.14207395444157e-07	8.18649862635101e-07	4.62835426089996e-07	6.73171361251545e-07	1.19539647301029e-06	5.66784340542169e-07	1.24968412002288e-06	1.56509561325611e-07	4.5793228005856e-07	1.59397375904759e-07	2.01096357229982e-06	2.11527695321148e-06	2.49896842583382e-06	1.80815241680163e-06	1.72399368207021e-06	3.93099709136454e-06	2.42221534806478e-06	2.61489154586454e-06	2.58887405486183e-06	2.59226106382007e-06	2.41114261335912e-06
"K06596"	3.92733959705496e-05	4.3213167023374e-05	4.12934295704463e-05	1.81173333648417e-05	1.62314606285633e-05	1.56678297801116e-05	3.51055639850556e-05	3.31098388887974e-05	4.05443833254836e-05	4.26021304334906e-05	3.68733835136252e-05	3.93915116676807e-05	3.37414712406177e-05	3.28670078783783e-06	3.46196803724272e-05	6.93378585185704e-06	1.52833231494786e-05	1.75265804694666e-05	1.84923663511702e-05	1.87846945523281e-05	1.65300570692614e-05	1.75382947153187e-05	1.75610612734696e-05	2.02151231045682e-05	1.82216904630659e-05	1.51547569884866e-05	1.75812482224102e-05
"K06595"	2.09766138477994e-05	2.20358533827801e-05	2.35824947430288e-05	1.23079710358979e-05	1.29653740386695e-05	7.73837934261608e-06	1.94726175229605e-05	1.70097249236404e-05	2.29566371340638e-05	1.79832920791484e-05	1.94941578675525e-05	2.11599487135743e-05	1.68707356203088e-05	1.25207649060489e-06	2.19807494428109e-05	2.63005670242853e-06	1.40767450060987e-05	1.49076661464428e-05	1.34944294995026e-05	1.38625018621459e-05	1.61244114970096e-05	1.50184247849568e-05	1.51388459254048e-05	1.4482476254019e-05	1.45375235388395e-05	1.36592217593596e-05	1.30603558223619e-05
"K06599"	1.27523026916137e-05	1.24965229140441e-05	1.15506096700549e-05	2.3631304388924e-06	1.97944641811748e-06	9.55355474397047e-07	9.14207395444157e-07	1.45537753357351e-06	9.25670852179992e-07	1.25017538518144e-06	1.74711792209197e-06	1.32249679459839e-06	1.51747357431349e-06	1.56509561325611e-07	9.15864560117121e-07	1.59397375904759e-07	2.51370446537478e-06	2.11527695321148e-06	3.19867958506728e-06	2.71222862520245e-06	1.3183481098184e-06	1.51192195821713e-06	1.61481023204318e-06	3.62061906350475e-06	1.59315326453035e-06	1.89434462356082e-06	2.21021406224586e-06
"K06598"	4.89762349750383e-06	5.53281167186687e-06	4.2352235456868e-06	5.80936232894382e-06	4.75067140348195e-06	6.2098105835808e-06	5.11956141448728e-06	5.36670465505233e-06	4.07295174959196e-06	3.84669349286597e-06	5.79307521535757e-06	4.53427472433735e-06	7.31957841727685e-06	6.26038245302444e-07	5.3120144486793e-06	1.27517900723808e-06	5.6306980024395e-06	5.43928359397239e-06	6.29740043310122e-06	5.52491016244944e-06	5.27339243927359e-06	7.55960979108565e-06	6.66109220717813e-06	6.43665611289734e-06	6.17346890005512e-06	5.38392682485707e-06	6.42971363562431e-06
"K07978"	3.88113560179549e-06	4.67427192968063e-06	4.33147862627059e-06	2.1465101486606e-05	2.10811043529511e-05	2.17821048162527e-05	5.85092733084261e-06	5.27574355920399e-06	8.05333641396593e-06	6.4432116005505e-06	5.14940019142895e-06	6.0456996324498e-06	5.08799963152171e-06	3.13019122651222e-07	4.85408216862074e-06	9.56384255428557e-07	1.89030575796183e-05	1.59149408860674e-05	1.91920775104037e-05	1.73783537837046e-05	1.7544170999891e-05	1.6328757148745e-05	1.99832766215344e-05	1.67956495445915e-05	1.90182670953311e-05	1.81458274467405e-05	1.75812482224102e-05
"K07979"	0.000405855894359185	0.000401605812733785	0.000405137634177176	0.000269593797570308	0.000274945107476518	0.0002653977507875	0.000371351044029417	0.000354020585041757	0.000389892562938213	0.00033350832583148	0.000370940720932578	0.000363875546628072	0.000377315341095478	2.28503959535392e-05	0.000403713098099627	5.58687802546182e-05	0.000289377658053944	0.000283144929308452	0.000271288012308519	0.000272729656200913	0.000278374273957808	0.000287265172061255	0.000278857541945957	0.000278184231379282	0.000281689411584773	0.000276773719737097	0.000280898114456337
"K14585"	1.8481598103788e-06	1.52629287499776e-06	1.82884653109203e-06	3.93855073148733e-07	1.97944641811748e-07	0	4.93671993539845e-06	5.54862684674902e-06	3.14728089741197e-06	2.11568142107628e-06	4.59767874234728e-06	3.11731387298193e-06	2.32084193718534e-06	9.39057367953666e-07	1.46538329618739e-06	1.03608294338094e-06	2.2120599295298e-06	3.3240066407609e-06	2.59892716286717e-06	3.61630483360327e-06	2.33246204044793e-06	1.81430634986056e-06	2.22036406905938e-06	3.21832805644867e-06	3.98288316132589e-06	2.791665761037e-06	3.61671392003867e-06
"K10907"	0.000311784560010904	0.000301156662897995	0.000293866761022314	0.000211007855439434	0.000223479500605463	0.000214668375097016	0.000317047124740034	0.000298716238765964	0.000338702964812659	0.00032418009411128	0.000313837550952625	0.000318154943157671	0.000322061450360181	2.0111478630341e-05	0.000338137195595241	4.76598153955231e-05	0.000224322986490045	0.000222607717457018	0.000206814626922007	0.000211252474029658	0.000219150020409043	0.00022567955096321	0.000228697499113116	0.000216633707299701	0.000231505083752067	0.000232705281652156	0.000216299585273424
"K10906"	0	1.9078660937472e-07	0	0	0	0	0	0	0	9.61673373216493e-08	0	9.44640567570281e-08	0	3.13019122651222e-07	0	6.37589503619038e-07	0	0	0	1.00452912044535e-07	2.02822786125907e-07	1.00794797214475e-07	0	3.01718255292063e-07	0	9.97023486084643e-08	0
"K10908"	2.77223971556821e-07	2.8617991406208e-07	3.85020322335164e-07	9.84637682871834e-08	0	0	1.82841479088831e-07	4.54805479241723e-07	3.70268340871997e-07	2.88502011964948e-07	4.59767874234728e-07	1.88928113514056e-07	8.92631514302054e-07	1.56509561325611e-07	1.83172912023424e-07	2.39096063857139e-07	1.00548178614991e-07	0	1.99917474066705e-07	3.01358736133606e-07	3.04234179188861e-07	3.02384391643426e-07	2.01851279005398e-07	1.00572751764021e-07	3.98288316132589e-07	2.99107045825393e-07	3.0139282666989e-07
"K09819"	0.000103681765362251	0.000116189045109204	0.000116757412748138	0.000180976406111843	0.000182801876713149	0.000196038943346274	0.000113910241472342	0.000120796335286602	0.000118578436164257	0.000104726230343276	0.000111539686289345	0.00011411258056249	0.000115506517950686	5.79085376904761e-06	0.000118970806359214	1.83306982290473e-05	0.000206626507053807	0.000199742580867542	0.000189421806678203	0.000188851474643726	0.000198056450651948	0.000199674493281876	0.000197309625227777	0.000191490519358696	0.000192970689166239	0.000192624937511553	0.000197914622846561
"K09818"	2.67059092599737e-05	3.14797905468288e-05	3.11866461091483e-05	1.67388406088212e-05	1.79139900839632e-05	1.31839055466792e-05	2.99860025705684e-05	3.01990838216504e-05	3.23059127410817e-05	2.9619539895068e-05	2.84136546277062e-05	2.88115373108936e-05	2.78501032462241e-05	1.56509561325611e-06	2.78422826275605e-05	5.1007160289523e-06	1.88025094010033e-05	2.04476772143777e-05	1.77926551919368e-05	1.96887707607289e-05	1.9673810254213e-05	2.11669074150398e-05	1.90749458660101e-05	1.80025225657597e-05	1.95161274904968e-05	1.97410650244759e-05	2.19012120713453e-05
"K09817"	0.000137503089892183	0.000146047149476348	0.000146885252970865	0.000147203333589339	0.000143410892992611	0.000137380117218295	0.000124606467999039	0.000133985694184612	0.000133296602713919	0.000120305338989383	0.000129010865510265	0.000129321293700372	0.00012586104351659	0.000274361261003796	0.000126938828032233	0.000260614709604282	0.000150520623386642	0.000155825402219913	0.000149338353127829	0.000157610618997876	0.000152624146559745	0.000153208091766002	0.00014846161570847	0.0001520660006672	0.000143881654202898	0.000150949355793215	0.000152002448917181
"K09816"	0.000119760755712546	0.000127254668452938	0.000129270573224031	0.000135781536468026	0.000132325993051153	0.000124578353861375	0.000105956637131978	0.000112155031181009	0.000113857514818139	0.000106745744427031	0.000107033961121845	0.000110334018292209	0.000102920413599027	0.000272404891487226	0.000105782356693527	0.000256629775206663	0.000137449360166693	0.000140615553651582	0.000135843923628326	0.000142844040927329	0.000138122317351743	0.000135468207456255	0.000133827397980579	0.000136678369647304	0.000127850549478561	0.000133401742438125	0.000138439771717036
"K09815"	0.000129556002707554	0.000132787480124805	0.000139666121927081	0.000131646058199964	0.000127476349326766	0.000116075690139241	0.000107327948225144	0.000105969676663321	0.000112931843965959	0.000110015433895967	0.000111815547013886	0.000114584900846275	0.00010443788717334	0.000273813477539156	0.000111185957598218	0.000258144050277758	0.000134835107522703	0.000140615553651582	0.000133744790150626	0.000142341776367106	0.000139542076854624	0.000135266617861826	0.000133322769783065	0.000138488679179057	0.000129144986505992	0.000132105611906215	0.00013683234330813
"K06374"	2.19931017435078e-05	2.37529328671526e-05	2.47375557100343e-05	1.51634203162262e-05	1.58355713449398e-05	9.07587700677194e-06	1.79184649507055e-05	1.75554914987305e-05	2.33269054749358e-05	1.72139533805752e-05	1.8574622119083e-05	2.0120844089247e-05	1.73170513774599e-05	1.4085860519305e-06	2.25302681788812e-05	2.70975539038091e-06	1.71937385431635e-05	1.74258529955041e-05	1.5593562977203e-05	1.69765421355264e-05	1.84568735374576e-05	1.60263727571016e-05	1.72582843549615e-05	1.66950767928275e-05	1.65289651195024e-05	1.5453864034312e-05	1.63756769157307e-05
"K06373"	2.20855097340267e-05	2.384832617184e-05	2.48338107906181e-05	1.52618840845134e-05	1.58355713449398e-05	9.07587700677194e-06	1.79184649507055e-05	1.75554914987305e-05	2.34194725601538e-05	1.72139533805752e-05	1.87585292687769e-05	2.0215308146004e-05	1.73170513774599e-05	1.4085860519305e-06	2.26218546348929e-05	2.70975539038091e-06	1.72942867217785e-05	1.75265804694666e-05	1.5593562977203e-05	1.69765421355264e-05	1.85582849305205e-05	1.60263727571016e-05	1.72582843549615e-05	1.66950767928275e-05	1.65289651195024e-05	1.5453864034312e-05	1.64761411912873e-05
"K09812"	0.000233884624003438	0.000244493039913703	0.000249300658712018	0.00033103518898151	0.000315622731368832	0.000325011932389875	0.000223066604488374	0.000226038323183136	0.000201055709093494	0.00023089777690928	0.000225654072674404	0.00022728052055741	0.00021735577373255	0.000280856407798809	0.000209824570722832	0.000277271735386329	0.000317631696244757	0.000314068263814924	0.000327464822521263	0.000323357923871359	0.000319750122327493	0.000306718567923648	0.00030923615943627	0.000314692140269621	0.000299214097494607	0.000297810915293483	0.000320280110474536
"K09811"	0.000240815223292358	0.000251647537765255	0.000258444891367479	0.000327687420859746	0.000311070004607162	0.000319470870638372	0.000229100373298306	0.000231950794413279	0.00020910904550746	0.000237437155847152	0.000232090822913691	0.000234081932643916	0.000223157878575514	0.000281951974728088	0.000216876727835734	0.000278546914393567	0.000316123473565532	0.000313564626445112	0.000324965854095429	0.000322252941838869	0.000319547299541367	0.000306113799140361	0.000308731531238756	0.000315798440539026	0.000299911102047839	0.000296315380064356	0.00031957686054564
"K09810"	0.000684003945821195	0.000659453915303719	0.000648855498215335	0.000548935508201047	0.000573445627328633	0.000561462412303144	0.000713538872144165	0.000695397577760594	0.000756921055827579	0.000695963020196776	0.000707950572746634	0.000714431661253404	0.00072981552609336	0.000316540587781048	0.000734065444933872	0.000352746392877233	0.000570007624568384	0.000569009500413889	0.000549273259998273	0.000556207773990591	0.000562833231499393	0.000583702670669026	0.00058183631173306	0.000565721728672618	0.000589167991639132	0.000596419449375833	0.000557978586441522
"K09724"	0	0	0	9.84637682871834e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K14582"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00452912044535e-07	0	0	0	1.00572751764021e-07	0	0	0
"K09721"	3.41909564920079e-06	7.34528446092671e-06	5.58279467385987e-06	1.67388406088212e-06	1.58355713449398e-06	1.81517540135439e-06	5.57666511220936e-06	1.47356975274318e-05	1.31445261009559e-05	7.21255029912369e-06	5.79307521535757e-06	5.76230746217872e-06	5.26652593438212e-06	7.04293025965249e-07	4.94566862463245e-06	8.76685567476177e-07	1.60877085783986e-06	2.51818684906129e-06	1.29946358143358e-06	1.80815241680163e-06	9.12702537566583e-07	1.71351155264608e-06	2.01851279005398e-06	1.50859127646031e-06	1.39400910646406e-06	1.59523757773543e-06	2.81299971558564e-06
"K04058"	9.24079905189402e-08	9.53933046873599e-08	9.62550805837909e-08	0	0	9.55355474397047e-08	9.14207395444157e-08	0	5.55402511307995e-07	2.88502011964948e-07	1.83907149693891e-07	2.83392170271084e-07	0	2.34764341988416e-07	0	3.18794751809519e-07	8.04385428919929e-07	6.0436484377471e-07	3.99834948133411e-07	5.02264560222676e-07	8.11291144503629e-07	5.03973986072376e-07	5.04628197513495e-07	2.61489154586454e-06	6.9700455323203e-07	9.97023486084643e-07	7.03249928896409e-07
"K04053"	9.24079905189402e-07	1.9078660937472e-06	1.34757112817307e-06	1.1815652194462e-06	1.08869552996461e-06	1.05089102183675e-06	1.37131109316624e-06	1.54633862942186e-06	1.11080502261599e-06	8.65506035894843e-07	9.19535748469456e-07	1.13356868108434e-06	1.42821042288329e-06	1.56509561325611e-07	1.46538329618739e-06	2.39096063857139e-07	1.40767450060988e-06	1.41018463547432e-06	7.99669896266821e-07	7.03170384311746e-07	1.01411393062954e-06	8.06358377715802e-07	7.06479476518893e-07	1.00572751764021e-06	9.95720790331471e-07	9.97023486084643e-07	8.03714204453039e-07
"K04054"	0	0	0	0	0	0	9.14207395444157e-08	9.09610958483446e-08	0	9.61673373216493e-07	0	2.83392170271084e-07	8.92631514302055e-08	1.56509561325611e-07	0	7.96986879523797e-08	1.00548178614991e-07	1.00727473962452e-07	1.99917474066705e-07	0	0	0	1.00925639502699e-07	1.00572751764021e-07	2.98716237099441e-07	9.97023486084643e-08	2.0092855111326e-07
"K04056"	9.24079905189402e-08	0	0	0	0	9.55355474397047e-08	9.14207395444157e-08	0	4.62835426089996e-07	2.88502011964948e-07	1.83907149693891e-07	2.83392170271084e-07	0	0	0	0	6.03289071689946e-07	4.02909895849806e-07	3.99834948133411e-07	4.01811648178141e-07	8.11291144503629e-07	4.03179188857901e-07	4.03702558010796e-07	1.81030953175238e-06	5.97432474198883e-07	9.97023486084643e-07	6.02785653339779e-07
"K08975"	3.41909564920079e-06	7.34528446092671e-06	5.58279467385987e-06	1.57542029259493e-06	1.58355713449398e-06	1.81517540135439e-06	5.57666511220936e-06	1.47356975274318e-05	1.31445261009559e-05	7.21255029912369e-06	5.79307521535757e-06	5.76230746217872e-06	5.26652593438212e-06	7.04293025965249e-07	4.94566862463245e-06	8.76685567476177e-07	1.60877085783986e-06	2.51818684906129e-06	1.29946358143358e-06	1.80815241680163e-06	9.12702537566583e-07	1.71351155264608e-06	2.01851279005398e-06	1.50859127646031e-06	1.39400910646406e-06	1.59523757773543e-06	2.71253544002901e-06
"K10015"	1.94056780089774e-06	2.384832617184e-06	2.21386685342719e-06	1.96927536574367e-07	4.94861604529369e-07	1.91071094879409e-07	2.9254636654213e-06	4.09324931317551e-06	2.12904296001398e-06	2.40418343304123e-06	3.40228226933699e-06	2.73945764595382e-06	2.05305248289473e-06	6.26038245302444e-07	2.10648848826938e-06	5.57890815666658e-07	5.02740893074955e-07	5.03637369812258e-07	8.99628633300174e-07	9.04076208400817e-07	4.05645572251815e-07	3.02384391643426e-07	6.05553837016194e-07	1.20687302116825e-06	7.96576632265177e-07	4.98511743042321e-07	5.02321377783149e-07
"K10014"	6.46855933632581e-07	8.58539742186239e-07	7.70040644670327e-07	9.84637682871834e-08	2.96916962717622e-07	9.55355474397047e-08	9.14207395444157e-07	1.36441643772517e-06	7.40536681743994e-07	7.69338698573194e-07	8.2758217362251e-07	9.44640567570281e-07	6.24842060011438e-07	1.56509561325611e-07	8.24278104105409e-07	1.59397375904759e-07	2.01096357229982e-07	2.01454947924903e-07	2.99876211100058e-07	4.01811648178141e-07	2.02822786125907e-07	2.01589594428951e-07	2.01851279005398e-07	2.01145503528042e-07	2.98716237099441e-07	1.99404697216929e-07	1.0046427555663e-07
"K10017"	5.26725545957959e-06	4.86505853905535e-06	5.00526419035713e-06	1.69357681453955e-05	1.71222115167162e-05	1.28972989043601e-05	6.30803102856468e-06	8.3684208180477e-06	6.94253139134994e-06	1.03860724307381e-05	7.54019313744954e-06	8.40730105137551e-06	5.80210484296335e-06	2.34764341988416e-06	6.044706096773e-06	2.55035801447615e-06	1.67915458287035e-05	1.64185782558796e-05	1.45939756068695e-05	1.61729188391702e-05	1.86596963235835e-05	1.57239883654581e-05	1.5744399762421e-05	1.74996588069396e-05	1.67281092775687e-05	1.65505898690051e-05	1.70789268446271e-05
