GeneFamily	SRR4096731	SRR4096732	SRR4096733	SRR4096734	SRR4096735	SRR4096736	SRR4096737	SRR4096738	SRR4096739	SRR4096740	SRR4096741	SRR4096742	SRR4096743	SRR4096744	SRR4096745	SRR4096746	SRR4096747	SRR4096748	SRR4096749	SRR4096750	SRR4096751	SRR4096752	SRR4096753	SRR4096754	SRR4096755	SRR4096756	SRR4096757	SRR4096758	SRR4096759
K00018	151.7485648754	89.6395918832	113.9375941758	267.1486255785	50.2450050071	161.5561877620	140.9998957807	130.4866987910	84.5309543545	377.0407080451	246.2232982039	57.4393616831	138.7963583352	109.8250131778	262.4767871263	179.8126807282	312.3527414917	97.5569796571	519.5916519219	342.7612121119	93.2755444921	91.0699450545	79.1369502454	48.8011249986	42.3136143800	105.1493117258	133.4787633108	61.8142883711	9.7744219231
K00019	0	0	8.0869638840	0	0	0	0	0	0	9.4495192520	0	0	0	0	0	29.7723544679	0	0	0	0	0	0	0	16.1688838652	0	0	0	0	27.0756194163
K00020	109.3384962134	33.5147155301	69.3259885559	297.9249685975	37.8091778398	131.4309144122	166.8654045878	149.0862394672	32.5771610983	642.6574558331	276.1166025086	21.6187066010	44.7711555905	135.4512878507	460.1851991705	312.7501444018	600.9743521668	80.3945769946	934.9187188612	796.0477199614	155.4226634952	53.6461076675	28.5283864346	18.6083840847	34.5161495475	80.0531431307	123.5474333973	44.1364858200	23.1494455238
K00021	0	32.5298547368	0	0	0	0	20.5461503751	0	17.1225552808	0	0	0	0	0	0	0	0	41.0900312877	0	0	0	0	0	0	0	0	0	0	0
K00024	1923.5151244699	1817.7051308054	1679.6060336430	900.2974132718	300.5502863399	2042.1544479345	1368.7730954584	1581.2101990725	2018.9219995832	995.4196968875	2140.2664788611	1565.4711973081	2834.6383181913	1358.3389808604	1332.7047513533	700.5888996780	1146.8796194993	1201.4777578979	294.3686100806	1288.1409768829	48.4517625486	2162.6011387365	1350.6606726562	978.0868530897	561.8273639425	1569.1098480683	1706.8964152890	1573.2682146645	203.1326394358
K00027	916.8979952728	697.0832206842	438.1805152065	713.9444872069	168.4729258375	601.4500213664	619.1557216547	558.7343849862	594.8096308401	1084.9854398110	856.1034943035	461.6040156787	935.6296431544	471.8471224646	928.0661161383	967.1208551611	785.6658733973	806.5009726807	1487.5283655130	1256.7420083451	245.1110160316	625.7673320996	590.6839546221	678.2055983068	242.2037267376	534.6505346818	712.4785587924	614.2630116080	198.5228836888
K00028	10.1166322583	10.2069712356	0	6.5253259449	0	15.3648985464	9.0444249496	0	0	21.4029215753	34.7504269373	6.8668182792	0	0	7.5437795352	13.7956388752	0	0	0	7.3354286575	0	8.3660840665	0	13.1636354790	6.6842624028	0	8.2424544669	14.9586988059	0
K00029	1375.2205363474	1386.1037328853	1176.3519524366	736.7789825855	211.1483607055	1670.8652727504	949.6181395589	986.7471648098	1335.1483771023	756.1184822208	1487.5605659305	1059.6581108483	1756.0778954650	926.3477272937	1037.8062362607	589.6479756352	855.9101152175	1025.7173430043	226.2242839764	1108.1036062935	32.9858350601	1660.2004725094	1028.0068375984	830.1124533362	374.1087909017	1022.2535369715	1184.0658942780	1028.9113844610	141.8046998237
K00030	0	0	6.6841980477	0	0	0	0	7.7019000037	0	21.2441721646	14.5894663637	0	0	0	0	65.9203262114	0	0	7.2045892546	0	0	0	0	6.7268456974	4.0921345695	0	0	0	13.6206607201
K00031	1289.4458474799	1468.9329967828	842.2967305421	1089.7722098069	352.6993665939	1119.1189628983	971.2926949959	1127.3376828631	1205.2848467209	1321.2657814228	1362.6923927113	1044.8998544761	1499.9978792694	1174.8376353308	1057.2871526063	1198.8595067943	991.7327419632	1278.5961548552	494.6207017214	1255.0936903145	90.5455938117	1331.2942600057	1134.1413639586	1171.2356192012	484.5621509402	1058.2146398448	1310.9201911270	1094.5133705366	236.9029043954
K00033	333.8584146338	46.6638403068	229.9701771802	1667.5522785429	211.1733292489	357.1459677137	3582.7633114719	623.2386546548	497.4875659016	7719.4837052534	2628.7215155265	415.4862670640	241.1148893487	501.4102072137	6897.0608657454	4367.1024162392	2790.3110895540	1855.9447668407	3702.4010143051	1881.0520419255	589.8606587205	777.7185367475	96.3419677518	114.3078890515	115.7402880723	308.2966011697	442.8203953465	338.2413148478	269.0658066998
K00034	0	0	0	0	0	0	0	0	0	0	16.1055832449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.5251317657
K00036	234.9119835459	22.1124531123	158.2280341836	995.4498064379	100.3253923171	225.4781494968	2368.2450048866	160.8918958810	462.4983819025	5842.9616489890	2131.0865126704	312.3311332058	74.2894053076	123.6645614127	5116.7284911351	3026.0921954082	1954.1121993457	1395.0516574125	2964.7459803136	1117.9617644785	521.8217547644	517.3339973476	36.4966867199	49.5320933299	56.6537040641	192.9052406980	248.1017385064	234.9687004811	136.3695685156
K00039	0	0	0	0	0	0	0	0	0	97.0568823051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00040	0	0	30.9665758749	117.6693052558	25.1247904024	0	39.7196122834	57.9277620029	0	192.3710672540	74.4500126402	0	0	54.3656908386	71.4063712556	125.2534403110	0	0	87.1976822310	24.8938332605	20.1131440595	0	0	56.8730016768	0	0	0	57.7758146380	17.0337390689
K00041	332.7632165092	436.1703798843	387.7927224819	298.4635455426	90.9254749948	577.3454806792	410.9762076598	344.9227777120	571.7954422824	270.0723463513	478.3132573246	413.4661091441	425.2966374486	326.5472976752	366.5399514338	186.7549002577	376.8230963232	354.9945053535	108.8980360078	503.7006268182	14.1318994534	718.8079829731	433.1899353489	309.8823025076	136.0197353951	413.2248200035	439.7458643186	361.0165024584	53.0382119377
K00042	22.4524571028	0	46.5012608083	21.7841802642	43.0348271037	19.1439506721	37.1177990406	40.8617189562	0	285.9290200364	84.0486006853	0	19.3824566172	34.1996172340	37.6055326681	130.2461172437	18.1539971556	21.1641400016	169.5273325368	15.7125949963	17.4586477729	26.8816164582	22.2400315620	62.4285228830	18.4006208943	0	23.5316975992	62.3357643654	16.4037614979
K00046	1662.2871451236	1781.9002000225	1361.9335515716	1354.3642426935	322.0441323425	1957.7456046188	1249.8078148054	1312.1042475140	1850.3256112012	1434.3799838105	1732.6585555686	1462.6815653968	1903.6983829107	1316.6518554957	1334.8324067670	777.7143740032	1418.8008429087	1459.0495583046	493.4414619823	2245.3537595609	91.7305259245	2101.6966809301	1392.2690449897	1354.5833289072	548.3150428898	1405.9850480984	1751.7042373723	1454.5947175445	233.8108520793
K00048	1403.3527408062	1417.1916551698	988.4545928596	739.7914798150	214.7780442806	1365.7429947956	924.9809274374	1224.7079046904	1191.2707973714	901.5680507455	1534.6340493659	989.2531386652	1687.6939818621	1232.6155718112	1086.7966000544	902.8416190689	1000.6048266184	1445.7490974869	1175.0124230610	1568.5097481301	186.1396110949	1408.5873601964	1249.2789627086	1110.9911950384	392.7745972060	1166.5870004876	1172.8609533496	1180.5738037905	191.4859021782
K00052	2338.9285210512	2207.0247266610	1531.8513301346	1380.7956422057	368.2153854756	2315.3815505127	1585.6278173059	1747.2100678322	2188.5814254741	1610.3320540213	2342.4760844772	1725.6674649771	2792.2297044130	1601.6698450582	1600.8669365026	1256.0224815403	1439.5704016278	1790.4172776763	443.8419284870	1896.0375984127	70.6310117837	2440.1727343736	1567.4933925598	1538.3077845452	620.6200382972	1664.6240268878	2085.3666032105	1698.0476527773	350.4731923553
K00053	3152.3283371021	2824.8464018523	1888.1917774968	2020.0947527603	577.2965424868	2528.0860482626	2038.1694957982	2453.5697829970	2536.7219007190	2554.8689151882	2829.7061569063	2147.6315570607	3470.8991557870	2337.7276652506	2123.8148175635	1924.0281625117	1969.3114936079	2624.5503566945	856.4167517548	2719.1464509745	141.9715935636	2721.6538766377	2195.5353598108	2190.0292569358	906.2524009973	2239.9059401657	2643.7478103800	2228.1389072134	456.0705115490
K00054	381.6483476208	23.9608538383	128.5598273511	576.5343078293	37.9436707500	255.7045778398	1640.6587441934	57.4037730774	255.9972407594	3910.9645491323	1531.1364789383	217.7300306110	233.5231671882	41.4165320745	3661.1647362070	2003.4791271828	1420.9412596012	1043.5068712928	2226.7967405580	910.6522179315	380.5682746070	411.9112670841	37.8390505291	79.9132387987	32.4384949931	132.8820149517	196.0625469609	158.5106383382	72.0620694734
K00055	57.7430845785	7.5548086680	34.6786920102	210.6978750827	13.1861974047	56.0266943982	403.9327751741	19.3896913395	60.1384348687	1034.3050165018	255.6547456553	61.6528903990	24.0718464604	15.7542597092	1029.6640906853	583.4515530725	432.5831860114	146.5378686354	790.3030917660	393.4390602294	122.5184676356	120.8735986040	24.0012925474	10.4408876789	12.8808804921	46.4355147555	62.1612986788	40.4858893844	8.8787335731
K00057	2018.2102432070	1555.0875064405	1336.6934707616	1694.7913441665	280.2273350879	1869.2125644967	3169.6056810216	1282.7774941445	1904.8671125380	5881.4486129816	3363.4578002434	1496.8812155572	2268.3918551374	1273.3566036386	4605.7605465472	2913.4961696797	2428.9451972465	2346.5485553691	2679.6635382422	2358.3944470388	438.9189983965	2203.9568109782	1070.4967243432	1032.2333427055	440.5271703987	1357.0900929233	1680.7617795870	1402.5499143081	315.6426885799
K00058	1600.7070535261	1065.2144972160	1057.7557619524	815.4723441085	191.2456465369	1597.5680178132	929.2153628451	922.3132236991	1097.9694357465	1424.2001123038	1376.9561702163	863.6463757820	1905.2675387658	806.2478895268	1129.6125549230	715.7520672174	1151.9591701518	895.6881688122	1116.0057652950	1440.1607329995	179.6854346352	1275.0350332975	720.7053863931	753.8920849753	303.7024096172	932.7712289322	1220.8073680671	789.3357658007	186.3258396219
K00059	2958.9827632029	2338.4222546450	2040.7980244867	2175.0408910937	393.6822654367	2813.6265441714	3226.3687299569	1803.5489954553	2507.2672687204	5699.7964754225	3940.8119374037	1954.2488190262	3656.5290024778	1660.7842279545	5275.6444719754	2926.9692953134	3526.4752907025	2881.8890490879	3428.8212954537	3384.1897434640	593.0950458804	3027.5153689128	1708.5398616255	1585.8052587478	726.9054660155	1851.6697218020	2340.4998819118	1939.8874991442	359.9645014017
K00060	14.0902360099	0	22.0131698857	0	30.1660391731	0	0	11.0911848894	0	246.1659670727	48.4289104349	0	0	9.0659282907	26.1708572460	70.3897382172	0	0	144.1566126516	0	12.0814559834	0	0	14.1134712849	0	0	0	26.2110460754	0
K00065	10.8238203680	0	37.1169910880	487.0160767993	53.7630881045	16.2139209031	26.4937861181	158.6644451076	0	406.8513756512	65.9619151798	0	0	82.3007378468	26.6370103318	71.5978992669	13.5093679723	21.6330703311	488.6472536347	306.3976824646	94.5583826747	0	0	13.7105310945	0	38.6239001887	53.7176624024	36.9408997973	13.5204726290
K00067	1064.6584305624	282.9158267861	411.2547316913	644.5192829964	55.5683372232	640.3116730254	1426.5619842784	212.5981317606	481.6507516631	3071.3966533026	1209.2063466311	417.1315968292	1079.1979364532	205.8581236678	3280.5436180479	1672.3773856613	1376.0818183965	1132.7512002187	2130.5569051797	1209.3082186876	306.4284372441	582.8825733147	212.7140006086	403.5139508331	101.2900398720	305.5506698720	570.6345526801	358.7719422459	87.3967103246
K00068	49.3309649932	28.1167870191	70.8092457333	722.7574498170	103.0171229494	72.7631451734	117.9522465951	417.9134199137	48.8069138129	773.0654420620	256.3289145579	32.1303995000	29.9403110034	306.0874838290	329.9650470698	534.7714246565	321.2051410274	84.5349878622	690.0166540095	433.2239384348	109.6606687704	50.2429107274	29.8698321037	41.6330000325	35.5099843075	70.9501541889	140.9719461755	56.7921457002	73.6923537702
K00073	0	0	19.8873756806	0	13.0411854956	0	8.8504725182	8.9086241587	0	172.2449822418	63.8942501716	0	0	0	12.8011052595	43.2439633263	0	0	54.8160392326	0	8.9446833415	0	0	16.7822454350	0	10.8524366348	0	26.9716464314	16.9204243122
K00074	339.9999783217	241.9175723653	163.8185846373	355.4289050495	71.8686644200	296.2258742255	280.7705535317	234.1737938599	217.8391390962	791.7801895126	573.5549199692	200.6486924025	236.8879872304	230.2782335393	600.9618474037	761.8922451220	637.4897585001	376.8250048528	989.5118681111	847.9308454077	165.3909716229	290.9815567141	220.0771221852	318.6367431088	113.0383367595	285.9572964611	285.9162742855	225.5801191883	89.9601036766
K00075	641.7344140256	271.1690561635	284.1992604895	836.3066770358	84.3874803203	495.2463281818	2112.1077169253	265.5763374456	490.3456950559	5061.6264512864	2032.7105983379	420.8287683674	576.1932827076	200.1652767515	4245.2228271753	2347.6122531531	1666.8511267499	1304.0504117170	2515.2262406132	1110.2679474952	452.4370274367	748.6979723278	208.0565113662	302.3010341085	109.4992524107	332.5397845584	413.3859197985	373.0742933524	166.9905596904
K00076	15.0022976024	23.1597849895	55.2190113993	0	9.4121671283	119.3446621655	0	40.3945732960	0	97.6190320292	44.4054504732	0	0	31.2357685531	9.4885729692	54.2499394080	14.7907722646	16.0026677432	38.1644202207	0	8.1836802213	0	0	29.5217333900	0	27.0053624308	0	18.9099797653	0
K00077	698.9618593498	344.6717303834	330.7583144464	600.5742993317	61.2467179235	583.9350471678	1470.1101985993	277.1145784625	521.2692783650	3492.3754486798	1641.7393792514	453.0562513731	551.8294506162	289.6422193559	3266.5677715756	1941.0058396570	1534.3456785089	936.2437468637	1924.0827102066	1075.8707693778	335.2772116352	720.0271078030	252.0319753257	283.9082026671	134.2520460888	313.5998245822	474.2949728303	387.4291276307	113.3667841554
K00086	35.5927314934	0	21.9992926867	28.1590643895	0	42.2132298316	131.4506125228	27.4236935890	50.2547428831	263.6304962206	34.3672954318	59.9291737748	12.0251866148	15.9539963355	222.3682217658	136.7629036360	135.4069022353	99.3866045329	71.2738200006	59.0291755222	5.8731524958	87.1491740678	0	22.2549032803	10.6003184689	39.0460806176	28.2614499866	31.7656776143	14.0997589041
K00087	8.9025282504	0	7.1217631888	0	11.1318482819	0	0	9.7914342534	0	126.9381686907	18.7064904252	0	0	8.4625903599	15.1482508342	53.8010718611	0	0	70.3534639084	0	9.3492713215	0	0	9.3539286209	0	0	0	20.4751310695	5.7924137623
K00088	3689.0858539705	3180.3327453592	2382.0919756676	3273.0531902812	610.1214724979	3317.8042314032	4965.1728715606	2947.5783461948	3303.4138682379	8490.9748722258	5415.4688120732	2787.1925034901	4252.4825423062	2700.2741900099	8013.8803777343	5451.0339446302	4492.2694192903	4162.5560591145	5010.6694421316	5062.1952298820	841.2107817403	4127.6349804630	2430.7294615045	2496.8391643816	1059.3482506224	2704.4591274036	3350.9789501262	2620.8520631067	672.8471395446
K00090	6.3739344653	0	11.6846523014	0	0	0	0	15.9430325060	0	210.3003536152	40.3626381550	0	0	9.5603745017	15.9346544220	36.1185013394	0	0	87.1091008992	0	20.1791104412	0	0	16.9849206671	0	0	0	27.6050537167	8.5030902226
K00094	0	0	6.9888082467	0	7.9815165946	0	0	0	0	27.9126006504	14.9475804231	0	0	0	11.9686603229	43.8904478659	0	2.9972955259	47.8610856169	0	0	0	0	9.9602317803	0	0	0	15.9770792004	0
K00097	556.9989755671	568.3876763751	496.1811870861	586.4270318090	154.9346838771	631.2896819317	383.7891685498	601.8088455745	572.7975995637	520.8467591737	657.5488770784	438.2190808268	696.8000157237	524.9646347958	483.3666431132	264.9142082914	342.0192498127	384.0393806319	235.2225834522	440.4998392558	47.7811641871	665.3691379060	339.4922307423	347.4111505336	161.5496108877	456.9962325757	531.2367208735	509.3949567603	90.8570598483
K00098	0	0	0	0	11.0330467634	0	0	0	0	20.0571674965	0	0	0	0	0	0	0	0	53.1584208818	0	0	0	0	0	0	0	0	18.0541624875	0
K00099	824.3098557552	812.5778098762	571.2860101055	636.9860031128	151.5897503657	779.0285757753	561.9778336894	707.9473092049	814.9531843198	591.0035614233	837.1646455866	648.8432838121	881.0810490335	674.6314195290	575.3691214605	649.3529715089	475.1090986464	603.4687833373	610.6839668143	598.1714733326	99.3961417082	853.6513425064	532.3959987566	486.7906773128	233.9526953502	690.8743526648	695.6054377956	635.0385278302	113.6772426476
K00100	1269.1745057269	786.6728474949	866.9244442283	1100.3998613694	178.2950076696	1559.8092435700	1231.5323205438	636.1042867641	814.5706877342	2573.6550465136	2065.9060337124	732.6820575685	1069.1185449168	559.8143569869	2651.8830821629	1040.8259403322	2636.8148441015	948.0186918739	4250.8564014541	3668.4178402423	727.5993723703	1079.3814875411	767.6622491284	593.7132324001	259.3667501549	723.4513322334	970.5640913675	800.4557449246	129.8195214132
K00101	0	0	31.1423128669	0	11.2083349280	0	12.0966661027	14.7079017682	0	205.1385327906	65.6384670322	0	0	11.1655556870	19.8655126332	169.7612048590	10.3958513109	0	80.4709023158	0	10.4449499186	0	0	17.3089176803	0	0	0	41.4894781877	13.8219748977
K00104	94.1560957279	70.6503394368	169.8264774167	288.7547540108	92.7346297310	338.8057450895	503.9351667312	164.1284756663	130.4093658383	1638.5427567867	787.6821202346	102.1069299049	115.0701167195	77.5937883097	1737.2302780476	884.1171434604	357.7933623952	458.3218233558	888.0293198494	230.7002694345	155.9564701214	169.9493667835	69.9099642750	86.3986499782	23.2956691845	213.6226251711	105.3514758305	142.5643249895	25.7323098119
K00105	87.1616161290	8.8314088227	38.5044446362	144.1502081781	0	116.1799109645	122.2740856725	30.4366212915	13.6335527639	428.7318444582	276.0047746336	14.9086186411	36.8499504650	15.4161284194	350.4908861796	140.8887551198	434.7476979883	55.4600111480	753.9471548972	535.0501465127	130.5925760361	21.3419869368	19.0205459957	8.9693979706	35.7142369507	48.1582616561	92.7691363062	20.6657386169	24.1567875653
K00108	8.4727891907	0	25.8826015920	9.0540236558	9.0716081911	0	0	11.5434772812	0	129.3679348033	35.2072751682	0	0	8.4959944989	13.3102373565	104.1930440591	0	0	59.0367007342	0	9.7146199365	0	0	23.0384517735	0	0	0	16.9993780555	47.7510455430
K00111	135.9690263137	148.3822788865	127.3816932834	625.9330442887	159.1883972304	98.9313878184	97.3367858565	402.4171974068	105.2229453278	951.2280978209	219.5478974716	79.3347150606	106.4784346187	318.6242578854	215.8208220490	567.2690570829	200.2357488067	152.1999154887	304.8496552024	189.1979405572	57.2470129131	96.2621594601	97.6636216147	153.8080525252	64.0200542957	134.3434770991	175.5240457684	125.8352599696	84.5486411782
K00112	4.9035461384	17.2195011943	4.0295515902	0	4.8883309768	0	0	6.4894437657	0	93.4287287010	12.2768195232	0	0	0	9.7901204776	23.6311276510	0	0	27.6521979555	0	8.9805775145	0	0	7.3080006298	0	0	0	19.5336769805	0
K00113	0	32.4591738067	23.7421630097	95.4703621488	0	0	0	66.6404809833	0	182.6475971041	30.2388781126	0	0	46.6771108253	23.6520445035	109.5166246496	0	0	49.3822442884	0	7.7832279945	0	0	13.8356096534	0	0	0	16.4464543026	7.6039117898
K00114	0	0	3.1930352401	0	0	0	0	0	0	0	0	0	0	0	0	27.3635714794	6.7212950249	0	0	0	0	0	0	0	0	0	0	0	0
K00116	16.5954567027	19.1663086596	37.9731175156	19.2155860175	16.5451449172	83.6808743893	8.8629713979	69.8257023359	0	124.8009340108	49.2515321728	0	0	21.5664660175	13.6490384292	92.4151843448	27.3525186025	0	72.1802978946	8.1081755519	6.3374631249	0	0	40.0674251950	9.6734696311	38.7062940542	8.8980593103	24.3049310811	78.5442587111
K00117	0	0	8.0585653161	0	7.5096954645	0	0	7.6395544282	0	122.9159560642	32.1787172127	0	0	6.3551816175	11.8729002541	68.5544867706	0	0	60.1597155859	0	10.5798140693	0	0	13.9991249148	0	0	0	17.0954719240	0
K00121	29.9096270136	0	156.4358430686	402.2958587112	175.8891038028	22.8771760403	50.0745325356	311.5260697645	0	889.5696763889	112.7980778896	19.1645958396	21.2039764111	200.0095782800	79.9806505339	513.5599256509	109.5863032186	0	173.6533262375	53.6832591677	17.2570114274	18.6473731044	0	36.3193968471	47.4164826471	60.8952675822	120.3086239817	49.9903177364	69.3906360727
K00123	88.4162109899	142.0937726031	140.9801480357	296.1026960609	124.2846425649	258.9804430839	114.5256593449	320.7766118982	130.8333617132	816.8074309760	339.5584136252	78.5054189529	36.6389185886	210.3547816523	173.9525798352	486.2693020070	104.7693865801	165.1654535086	314.0456219254	57.6391552601	47.5223144620	18.9631858385	31.7372755324	176.7941522105	32.4600735484	107.0857266475	82.3983728353	127.9779718304	86.8603046799
K00124	16.4644731505	20.1653099606	97.6202653513	310.3387218609	103.8201514024	142.9851477753	16.1803052870	233.6353663419	0	523.1046150937	90.6844765496	0	0	166.3370679273	49.4871943651	324.1265914931	45.9085985266	0	171.2596115334	21.0521954930	19.3952900185	0	18.2727909271	30.6139275951	20.3680007219	66.7088303371	59.7956207712	57.0314443350	26.6833246059
K00125	0	40.0936723843	0	10.2323056712	0	0	41.7964393522	0	45.2086017049	15.3499167563	40.0863486528	29.0032081615	0	0	40.0789396964	0	0	62.2564450353	0	0	0	0	0	44.3563793604	0	0	0	0	0
K00127	12.7608403218	16.1410125019	30.0153875623	0	0	118.0285132280	8.3194675541	46.7293708871	0	192.8994251035	56.0705267152	0	0	25.5490619043	26.6222961730	63.2169159748	0	0	96.5058236273	0	11.6472545757	0	0	17.2022130895	0	30.0679525126	0	51.6664270074	14.4252061020
K00128	71.9450390525	73.9625546840	129.2510981167	411.5193421542	103.3579200134	36.7834218090	75.4027577898	250.6318134898	62.4360677603	447.8338071013	103.9297194198	0	0	199.5651237000	87.1030513144	632.1051492766	134.2268482690	64.3905482944	100.7197219591	89.5351605268	25.0252979915	45.4908974741	51.9536455001	69.1676669481	75.5986357362	116.1686889890	108.8153781374	71.4043288646	93.7137975611
K00130	11.7521796727	0	29.3731795808	13.3084796300	15.8681448712	0	15.9591967224	12.4424393097	0	123.5867935506	45.7524094711	0	0	11.0504613459	27.7228502622	93.9166183267	13.1393365350	0	53.6089823912	0	0	0	0	36.6025109552	8.2093230733	14.8179213380	14.1664789058	24.4803916082	66.0099123382
K00131	335.1153286791	30.1340224840	96.1516417781	58.7219597453	0	152.0364307448	0	19.8626934073	0	133.6720578714	22.5140259256	0	452.6010360619	7.8398635856	0	163.0170911071	0	0	47.1712339542	15.5569656926	0	0	6.4225605114	103.3314313892	0	53.0338245788	129.0918132112	22.1657818364	27.9338399912
K00133	2945.1311602392	2383.6605428555	1855.1211382059	2165.8590290124	400.4249196776	2511.2256723154	3250.0191746132	1887.9613635373	2489.8410420265	5571.6028886272	3873.4869012641	1989.4836860181	3121.8201996902	1821.3960277159	5383.1105021778	3384.1117077389	3062.8070349526	2972.1328826996	2775.2586301646	2817.3452056531	424.1022581731	2873.4902571604	1832.3122712787	1794.0583032964	706.5160655924	1784.2998163237	2426.0484294836	2050.4367746341	414.1895321076
K00134	4880.0732254695	4455.2647741214	3235.5800229976	4218.0128844365	880.2501424060	4509.2684192006	5134.2521376323	3971.2762555171	4203.9260608807	8141.7225218440	5965.4158884246	3650.5885049950	5348.8985594296	3534.9476937593	7337.9392024547	6786.2530420676	4537.5020698466	5172.5532550306	6836.9583226172	4749.9869645554	1130.5588508012	5132.3359577709	3539.4500482735	3317.6960656761	1567.2283758297	3712.7717902970	4231.4225994694	3733.1421792506	794.6703236280
K00135	261.0043036781	30.3525844685	146.5198545451	889.9850158461	95.4196109705	248.4803446761	1805.1295291037	336.4493424967	284.2160583202	4039.6461146664	1596.2779779232	221.9508426547	178.3885213599	229.8213346734	3594.0714389051	2194.3008717583	1624.7872613767	955.9930497754	2107.3812231569	1442.4259565600	353.3153402933	435.8874704234	68.3798591446	76.5004412821	83.6232472828	206.0478750265	290.3037554470	195.4919398443	102.5036434068
K00137	0	0	0	0	8.6330160566	0	0	0	0	69.7819698804	17.2555632512	0	0	0	7.9135127419	23.0198835380	0	0	31.6544790792	0	0	0	0	7.9136690647	0	0	0	10.7907722385	0
K00138	9.8663749825	0	12.9687330694	0	17.4567019179	3.9784599219	7.1910958937	14.2629005931	0	222.8785602759	49.3064579656	0	0	5.9371162471	18.9630286670	58.5699607315	0	0	94.4409643647	0	19.3535095874	0	0	17.4260802569	0	0	0	21.7679852483	8.1808610748
K00140	0	0	43.4069740856	0	42.5788149104	0	17.6386724421	0	0	143.0728270349	31.9528634045	10.1730218803	0	58.0651603571	30.3888234228	242.0537798839	33.8842450400	0	54.0978870124	0	0	0	0	0	24.3427560876	32.4868419741	0	19.6549406357	11.6040575473
K00145	1341.9231832614	1439.0852874513	1043.9108252010	651.4988768569	190.8248664191	1676.4681743195	1016.1284331828	1141.1927597269	1337.8480032432	1017.5399394967	1601.0590674373	1022.7360240753	1863.3450228925	1073.6038790801	1150.4921539939	486.4816317517	796.0728225128	1015.0093521270	292.5517022774	1210.3630358783	49.2643403970	1521.7651693434	937.7993233109	905.0827136385	389.2918641601	1029.7577462220	1374.3014532722	1173.2780302179	178.7953327424
K00146	0	0	0	0	0	0	0	0	0	67.3161238446	14.7923200479	0	0	0	10.0114686377	29.2170572842	0	0	31.8106889642	0	0	0	0	8.5412407936	0	0	0	0	0
K00147	1069.2702228055	682.5540474719	520.3302526581	744.1812903852	181.0745637280	830.2815546912	633.7387937865	675.6267504207	572.2349316635	1408.3221496942	962.3014165190	475.3163016903	1013.4422630627	594.3204880530	1012.0336202331	920.8906575729	1027.5118012493	655.3920039971	1518.0379497686	1447.3267723184	257.2431709486	648.0978662435	525.2942296276	571.1029313330	249.0049462843	525.8192902435	754.2251376792	562.7532271578	170.7285219725
K00150	35.6353516378	107.9313237950	0	15.2744822398	0	0	74.3262117278	49.8909336647	99.7820059884	46.8375315107	68.2183185695	37.6757031256	0	31.5651202831	46.8318930277	0	22.4017584894	130.3328062468	0	0	0	0	0	92.6588607787	0	0	19.3415217131	0	0
K00151	9.7656719398	0	15.4891889274	15.5016010793	0	0	20.2225120109	25.6999285943	0	65.3195695028	61.8323487675	0	0	23.6790975286	23.8486089676	52.9817171233	8.8551086997	0	53.2771307660	0	0	0	0	0	0	9.3859734014	0	10.7574363170	0
K00153	0	0	0	4.5653679529	0	0	7.0709818320	7.2886719620	0	18.6835678817	16.2166861445	0	0	7.2428200974	6.3795618844	29.1781512925	7.5701276579	0	12.8927670320	3.6538445527	0	0	0	0	0	7.8498925595	0	0	0
K00154	0	0	6.9435988858	0	0	0	0	0	0	0	0	0	0	0	0	37.8264399395	0	0	0	0	0	0	0	0	0	0	0	0	0
K00156	0	0	0	0	10.6057296406	0	0	7.7197149644	0	99.5867067725	36.0406239352	0	0	0	9.4698748148	56.8252923936	4.7215971465	0	42.6991826511	0	0	0	0	8.8996723886	0	0	0	10.0486933701	0
K00158	336.5374953874	23.8789038071	157.4294004867	1056.5887367079	65.7471204336	367.8223802882	3743.5301757138	96.4121986608	465.2246177668	7439.8616838365	2688.3851809868	419.9312610910	111.0511767748	55.4468431838	7366.9287282952	4039.0994357685	3082.2102518612	1846.1988189449	4730.5551224046	1857.3577002342	753.4524467230	675.9474360659	51.1239246501	40.5844759833	63.6727332062	180.0961556299	257.9094084749	260.0904379039	119.0230836457
K00161	399.8739599343	50.4545271248	180.7506560135	395.3894872628	31.0965096309	274.8055418805	244.0063344155	216.4325929918	45.0823413126	1072.3759062389	343.8266204820	52.8657733910	544.4955488609	163.9937867495	601.5108077204	493.9747893064	804.8346604745	106.1036696578	1030.6222262310	1174.1644916587	156.5172119534	126.6073217464	48.3646480435	165.1282784125	52.6716884186	128.9156467159	293.1481582277	85.9353625408	129.6225351919
K00162	433.5157215603	61.5521933877	219.0511836205	521.2577362728	56.3621944531	337.8734232515	256.1046056858	331.6605031011	55.9424643567	1474.1966216801	380.5014830004	50.8736543108	552.9205833516	268.0670981455	614.6514220230	614.3042558220	912.9194302498	150.0308009885	1026.0041899468	1549.2049272033	185.7743464851	191.9987154998	72.1204834376	162.4476185357	67.2051655630	142.4993697400	335.6081911893	95.1389018533	137.0178252118
