GeneFamily	SRR5451791	SRR5451792	SRR5451801	SRR5451802	SRR5451803	SRR5451804	SRR5451805	SRR5451806	SRR5451807	SRR5451808	SRR5451809	SRR5452015	SRR5452016	SRR5452017	SRR5452018	SRR5452019	SRR5452020	SRR5452021	SRR5452022
K00016	81.9128429311	7.6464785768	29.0021697323	23.4348615933	17.0364839507	81.4465859269	42.8098433331	52.6996846720	6.6368817426	9.9465364271	31.5959426766	836.7636681863	4.9733887938	0	88.6427628600	24.4883518883	29.6528833413	151.4238105071	13.0585100867
K00018	0	0	0	0	0	0	0	19.2999552676	0	0	0	0	0	0	0	0	0	0	0
K00019	0	0	0	0	0	0	0	446.2035076542	0	0	0	888.8431672732	0	0	0	12.3669056920	49.0063008233	186.3896742403	0
K00020	0	0	8.2660238541	16.5050811708	0	0	17.7818945826	510.4844588308	0	0	0	322.7205053102	0	0	0	7.1690097194	170.2332732988	210.3513162261	0
K00023	0	0	0	0	0	0	0	586.7338903120	0	0	0	204.5352192217	0	0	0	0	34.0754752216	72.5283143371	0
K00024	201.3617863507	58.3225573635	92.1179279149	214.5442615844	117.5437018983	247.5311723046	164.0245838213	2455.2456305535	16.5233152932	104.5611225341	69.8613975383	2459.8011818052	56.4287373938	48.2904471974	274.2101988562	46.2881272500	792.1633838843	1398.9816618091	206.8761427362
K00027	297.3459795532	117.7283496674	156.3551583662	612.3627009147	356.1865506381	310.7767046189	281.1411638526	368.1142935882	91.9679781886	116.2973923120	190.2174602990	1573.6705271060	145.4060911856	207.1477706756	457.1702457286	249.8078501548	555.5273467534	954.4587957831	242.9794460855
K00028	24.1017665563	0	10.3671334744	26.3608137836	18.9268564614	14.5849286417	11.9770893092	11.9507454326	5.9672287136	8.0971605377	15.2732620968	17.8597903911	0	11.0194007000	0	15.8698516875	39.2986831538	16.5740243686	15.3092757332
K00029	59.0925034171	55.2092294745	72.0822339162	205.7645849514	135.8884448526	104.4855596704	125.4762147836	2185.0145666802	0	73.7677708198	86.9842854377	1790.7418656363	16.6325637878	48.8398403600	55.9785171010	40.6890146853	342.8714593756	1013.2264978647	149.9096313549
K00030	0	0	0	0	0	0	0	113.7107822584	0	0	0	405.7897789463	0	0	0	7.8808502877	28.3511798654	202.0274725821	0
K00031	786.8384312133	306.8345733101	408.8616392122	949.9765525827	681.8728705454	754.3289058214	494.0416506105	1962.8663003192	159.1897573470	290.5654668482	371.9302506929	2896.3366980617	245.1667157690	640.9972273802	803.7833538792	556.9393867568	993.4186996441	1901.7048462507	722.9415004327
K00033	311.9413754617	47.1148054235	115.1442180802	185.7516654894	145.9809878053	256.9382263256	194.9626111756	124.1690224579	37.6850251365	101.9599991468	34.8204795586	975.8894933457	75.8547905012	101.5086653877	452.6268858298	128.8153706470	125.1403374633	510.5726504402	61.6759633510
K00034	0	0	0	0	0	0	0	9.3642844971	0	0	0	681.2394902288	0	0	0	0	0	233.3915069137	0
K00036	117.8502636391	0	16.6100505259	45.0013050486	18.5584778248	64.9226631114	39.7644827991	106.1097603303	8.3744482218	8.3664003400	10.2046867366	798.5340879959	0	0	116.7547717975	17.8581254266	30.9597540205	370.3405144982	20.4251176016
K00040	0	0	0	91.5438202989	41.2844988196	0	20.5902075748	30.4715449111	15.3356811396	0	20.5377455100	40.5509363283	0	0	0	0	16.3709533831	21.6811703718	0
K00041	0	0	0	52.9949608382	15.1203311665	0	7.6833132413	24.5534834766	0	0	14.4365335974	21.8081906798	0	0	0	0	9.0264746384	35.0992174989	0
K00042	0	14.4629496884	10.5479839174	94.2170553129	35.0451611774	10.5295341726	24.6238644751	192.9071275497	14.0893592395	10.5130594707	17.6515850471	115.3836662108	0	45.7228299370	0	0	29.1353273783	50.5053335560	21.1339244733
K00046	383.7321826761	410.8589656446	614.8092268680	1291.0888220561	1073.4740236671	1307.3363468530	647.7761367769	829.5538811631	258.8383935647	354.5994702241	612.9176852270	430.1224126007	146.3997208626	377.4451942773	542.7508426337	621.8925714760	554.5627189143	630.7777728102	1213.0618180778
K00048	627.1191575808	202.5687746971	312.7483887058	757.8600166580	605.2622095749	634.9429988563	268.6930537598	406.4053452162	173.7577396164	154.9685079165	331.6304061717	188.9805888075	142.4026029209	246.9332338493	314.1542762066	614.1753767131	308.6092228656	354.6444931066	448.3740060874
K00050	0	0	0	16.8112743253	0	0	0	13.9709683621	0	0	0	0	0	0	0	0	0	22.1379970370	0
K00052	517.6968019965	214.8118326432	327.6133297876	950.1510927518	633.2042789024	861.4294556074	416.7805079079	1816.1568741654	94.5630946384	211.8143765681	515.5727903393	2098.2743751283	124.8548191425	190.9768189016	362.5007678920	316.6413568468	661.9267431524	1387.5804517366	965.5407141838
K00053	1007.9919846995	380.4821704913	635.7154211414	1600.1069870369	1047.6456906957	1038.6532204233	716.8053604702	2089.8908771345	220.1480033088	405.9153934258	742.3803665175	3540.6373314020	248.0993320516	429.7106787583	625.8480814114	486.8958365738	1005.4867865816	2278.3574964738	1145.3920666297
K00054	0	0	12.4774099973	15.0187422540	7.4528998754	0	22.2167088322	26.5115081451	0	0	0	718.4095327114	0	0	0	19.2940401533	17.1588426072	327.0835883823	0
K00055	0	0	0	0	0	0	0	12.0241567972	0	0	0	60.1325120553	0	0	0	0	0	34.2044941289	0
K00057	209.5778156600	51.4714483623	90.0256842118	292.2594015119	232.6979795709	321.6919102314	134.5382811795	753.7723860223	38.7513762554	73.2450168083	110.0879708875	1242.7535503058	34.7222713743	46.8872421487	256.0825884977	81.6037352328	296.2157828044	816.0779538934	229.0705386841
K00058	267.5459380196	78.0006226211	127.4477243995	338.2534775570	262.0348782129	266.3838010734	184.6805271776	925.8159330964	70.8041605078	69.4372259574	191.2093157137	2112.9267435749	44.2464577484	90.3297358361	194.4308306201	139.4470122503	401.3962780532	1299.6092243247	180.8697068441
K00059	166.7346014315	122.6073408157	227.0222968154	439.1284187058	276.5181204298	312.4937449044	269.2220115346	2885.6571806698	119.4671780977	147.6281035088	216.9312746194	3767.9413459654	46.5979729133	135.1449301941	146.9584386683	135.1266161462	871.0797699411	2100.1461352957	405.3304769051
K00060	0	0	0	45.3627948604	8.0321745266	0	12.0901998700	210.7957670966	0	0	0	124.5773607863	0	0	0	8.0506867113	20.0431906103	36.9862882176	8.0285164992
K00064	0	0	0	39.9270979763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00065	0	0	24.7064069699	46.6150012507	34.3417131264	0	31.5401504378	26.0874915994	12.3135934214	0	12.2660141528	97.4024755869	0	0	9.6003569241	0	0	30.1166373147	0
K00066	0	0	0	0	0	0	0	7.8121753857	0	0	0	0	0	0	0	0	0	0	0
K00067	199.9429661424	37.3687205855	90.8681951906	277.1556286571	176.3183899497	114.2558482296	64.2117889528	242.3159913349	48.6352766010	36.2134505467	87.7447036637	181.8748935639	23.7108951919	65.1486878226	22.6129933894	43.7704987342	78.4607584206	105.6238167427	83.1884628279
K00068	0	0	0	85.6106959002	14.4150592973	0	9.2079717796	33.2236098075	0	0	0	30.2887888430	0	0	0	0	11.8482407666	10.4264984596	0
K00073	0	0	0	23.6278654823	0	0	0	0	0	0	0	369.7419788674	0	0	0	0	0	263.7807965594	0
K00074	407.2973916309	106.8119367062	189.0782279322	626.6254542330	493.6933041894	490.6623607187	204.4541858477	725.5657824649	77.9100920183	137.0333730418	171.6060230673	814.8168801295	197.1937524063	272.6284502205	566.6635205689	628.2815539016	224.2915951751	672.4740694927	162.5825446929
K00075	66.8702491450	0	31.0267374786	202.3796421058	142.1230033601	132.9035941725	73.7976350170	328.1135425292	21.1154621907	16.6591972982	48.8400849696	1151.9327659946	23.8321615342	31.1281535676	149.9543300575	66.5359038602	125.7286153678	671.8629465960	85.6943416809
K00076	0	0	0	21.7565367859	0	0	0	28.5086925598	0	0	0	21.7762376207	0	0	0	0	0	0	0
K00077	133.6037950514	17.9822469764	20.6117847415	61.5839910484	20.7030599919	73.2470138891	38.8018755549	54.3817123902	0	0	26.7744474508	235.1990352029	8.3143090726	0	107.5857413524	15.3706028386	32.2128475475	156.3005425762	46.2190386505
K00087	0	0	0	35.6347242347	11.1360515593	0	0	0	0	0	0	26.6914257675	0	0	0	0	0	0	0
K00088	1101.7236602857	295.1118111487	463.4999532712	1298.6880986351	975.5512307537	926.6281969863	807.8886140204	3370.0067828951	213.3853766352	364.5725473946	554.3379033318	3690.4484885669	312.6903260037	471.0592235256	741.5564715891	738.0804363720	1894.8489639901	2640.3531632738	986.5677606703
K00090	0	0	5.2763003722	55.2147286477	0	0	10.5719661256	459.7442845093	0	0	0	220.7356517753	0	0	0	0	42.7756497079	87.9282863191	0
K00094	0	0	0	31.9097519491	0	0	0	0	0	0	0	26.9634221054	0	0	0	0	0	0	0
K00096	0	0	0	10.2275935804	0	0	0	0	0	0	10.4113659506	0	0	0	0	0	0	0	13.0263750504
K00097	43.8487659556	0	37.6796556357	102.9654700700	56.0052730413	29.1804948028	33.4379836582	806.1746261487	12.4088449782	15.8395398730	27.9885590629	841.4322621569	18.7114092166	28.3943543841	28.4557132129	20.7240626098	265.2962494082	599.5438844702	42.9273910504
K00098	0	0	0	17.0400982507	0	0	0	0	0	0	0	25.0670762209	0	0	0	0	0	0	0
K00099	169.6352684703	32.0309273406	68.6686158305	208.5109881610	103.7338599896	165.7946274227	91.0794749208	689.7623835565	36.6476550665	51.9830201800	68.1022310047	542.4545068404	0	0	220.8629791271	66.9648638553	265.1307920748	400.8888156800	134.0100140617
K00100	20.3118233067	5.1786981216	11.0736031435	55.8460847157	10.8754345666	9.9448567621	16.7386716271	764.6230213901	13.6040929835	0	12.9026320938	1111.2919722237	0	0	0	5.7319656649	433.7196309503	733.3739829557	10.6296275617
K00101	17.6881888185	7.0289403796	0	64.1898452900	18.2521167770	0	17.4765207756	1256.1756032216	0	0	0	984.0917602338	0	0	0	10.6487088059	457.0425316362	588.4952040295	0
K00102	0	0	0	0	0	0	0	244.6064831369	0	0	0	71.1714674146	0	0	0	0	0	36.6160282865	0
K00104	0	11.6590037353	14.8023973071	79.2016776249	21.4096948529	13.3986644493	0	761.2842220511	0	0	0	229.6353796332	0	0	0	0	67.7322246967	107.9554112842	13.7300060568
K00108	0	0	0	41.9043306123	9.7170429895	0	0	364.1002053006	0	0	0	1221.3406546390	0	0	0	9.0853497639	125.8462579216	720.0817715524	0
K00111	132.0947972921	35.0354733235	76.1927801415	235.8634312167	140.5393120386	147.4510697800	106.0277942402	555.4994839622	15.0416313600	69.6852650835	46.6259802119	1000.5338381461	57.7193372223	191.6093190561	321.7870420939	202.1840867523	199.9778269304	587.8014967659	132.6016374603
K00112	0	0	0	47.1058740834	10.6223959296	0	0	7.3307854733	0	0	0	24.4331872277	0	0	0	0	5.6185715596	9.7623119507	0
K00113	0	0	0	47.5171961034	10.3768857886	0	0	16.4522389859	0	0	6.8576255470	35.4734485035	0	0	0	0	0	11.1894565723	0
K00114	0	0	0	0	0	0	0	19.4147717306	0	0	0	0	0	0	0	0	6.6411397800	9.1847338015	0
K00116	0	0	7.5118709370	40.5717969183	8.6849370111	0	9.4911909093	107.4295923157	0	0	0	2764.1862156632	0	0	0	12.2089045883	35.8034208639	731.7769915952	0
K00117	8.6917811436	0	0	47.1454468516	13.6946745626	0	8.9023415848	51.8708068525	0	0	0	149.8309817674	0	0	0	0	73.4933839743	103.5458527577	0
K00121	0	16.4508743018	10.2242134512	52.6543684073	13.9906239898	7.4051349484	14.7556062300	2330.0232710692	0	0	12.0634559997	3047.2020948695	0	0	0	24.2175637747	382.8638022302	1259.3369438440	26.0339211870
K00122	0	0	0	0	0	0	0	4.0593841343	0	0	0	505.8962558568	0	0	0	7.9970683115	0	27.0175777546	0
K00123	22.6347025539	11.8717688709	26.9693342955	194.1395903130	47.8260045257	16.3238241735	51.2731266656	1406.0973372159	17.5632744744	10.7980358462	36.5353858166	1316.5198193514	0	13.6811673551	0	28.4287476344	151.7576741892	639.3262706161	24.0995213443
K00124	0	0	12.1395257651	62.1913994172	22.7103807799	0	12.0109733139	677.7396024540	0	6.3890497166	9.8444330442	230.8219859575	0	0	0	0	36.6697809127	71.4625843373	0
K00127	0	0	0	54.8055331557	14.9584579411	0	14.9194042855	157.7156402013	9.3589900350	0	8.3112031823	56.9685019831	0	0	0	0	0	25.1798965148	0
K00128	37.4683949651	8.2847489605	17.3330093294	33.5231445766	26.8773370267	26.7734690647	31.8329409049	1401.9668378506	0	12.6504695680	15.0971549063	3231.4721429771	12.0157668430	0	0	42.1079011917	505.1145908319	1855.8335432975	43.1431111268
K00130	0	0	0	49.3193834582	10.5000243971	0	10.7917292490	81.4126780585	0	0	0	1034.4036559740	0	0	0	9.6663863791	61.6573413653	576.4713543858	0
K00131	0	0	0	8.9752678397	0	11.4691711278	0	6.8506296047	0	0	0	0	0	0	0	0	0	0	0
K00133	570.1888937908	148.4401757233	260.7314415902	967.2175850251	580.9907904999	551.2122304322	405.4074109763	1795.3029444874	92.8772113624	232.4455890210	320.6584587780	2621.8489689767	186.8991901161	283.5772568396	570.3448963489	287.8989444551	606.7153302588	1604.5573065630	463.0497003898
K00134	2089.1522388207	1248.2299636204	1722.6409081244	3352.9897170595	2595.4066611112	2170.9525177171	1997.3564590261	3398.7673707279	1038.9598621971	1242.2770102837	1555.9270182712	4452.1970211008	792.5430945338	1253.1002467090	1449.0688185778	1320.2642747109	1769.1351766610	3374.4446121251	2235.5521939441
K00135	0	0	13.7485352157	64.1006837150	29.8641533626	20.4390940351	27.8973190632	525.7570417140	10.8350044632	0	14.2534793298	1031.1939480824	0	0	141.4927622580	16.1413458327	134.0022987138	570.8606145654	14.2251349982
K00137	0	0	0	27.3281818887	7.9078480354	0	0	67.0185183853	0	0	0	150.8769795676	0	0	0	0	40.2372525371	99.1477085668	0
K00138	0	2.8295575836	0	56.4689429646	12.3886149939	0	6.4350650004	55.6456580900	0	0	3.4623873152	76.4100332525	0	0	0	0	20.0470560804	14.1011357571	0
K00140	10.7415080148	0	0	14.1452831808	10.8259161641	0	22.2590790975	1057.2166211035	0	0	0	953.3301656982	0	0	0	0	336.9137316962	518.7829954417	20.3093959403
K00141	0	0	0	0	0	0	0	41.3137525513	0	0	0	78.9050289600	0	0	0	0	0	27.4407242182	0
K00145	106.5850672371	27.6121925778	20.7816621747	169.8161358448	77.2547183309	117.1640098900	74.5559309400	805.5152795776	23.2633750687	20.7086496537	66.1984386420	665.0729897715	0	36.5942106394	120.3333135638	44.0143233324	139.5753059819	386.8521188100	39.2723035167
K00146	0	0	0	0	0	0	0	0	0	0	0	6.8941730597	0	0	0	0	0	11.0587882282	0
K00147	253.8429414297	79.3814345821	132.2863454015	456.1172023950	285.7063417343	270.0273805382	204.5726720108	1260.8783958133	94.0348892058	92.5591458722	135.6931585858	1094.8586839979	56.3282877323	150.0726658266	261.7662232889	185.5514526297	485.3963162759	741.3731286264	265.8563931573
K00148	0	0	0	0	0	0	0	14.5842438753	0	0	0	0	0	0	0	0	0	0	0
K00150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.1577178636	0
K00151	0	0	0	47.4731744504	0	0	0	207.1318281947	0	0	0	359.7164284225	0	0	0	0	93.0756632836	193.1484405737	0
K00154	0	0	0	0	0	0	0	406.1716351242	0	0	0	483.9736017535	0	0	0	0	135.7125808906	350.9830347242	0
K00155	0	0	0	0	0	0	0	72.1714289001	0	0	0	106.3521677821	0	0	0	0	34.4395276242	111.3694287344	0
K00156	0	0	0	43.3039131296	11.1799505984	0	7.6220207216	19.5710921528	0	0	0	42.0480102728	0	0	0	0	12.4258588688	26.5904356427	0
K00158	0	0	7.8945981545	9.1811115085	0	9.4219373451	14.8208134659	0	0	0	0	599.3958421084	0	0	0	0	33.4351676123	551.0954870888	10.5141612321
K00161	10.6701062279	0	8.8250375194	16.0667908387	0	9.2765510256	27.2537903676	311.2049865622	0	0	0	1562.1598639405	0	0	0	7.9133420982	201.3859184592	871.6046446472	16.8880109001
K00162	10.0820941455	0	0	13.1745672493	0	13.2112823779	25.9044995929	382.9762250895	8.2722527483	0	0	1809.1027810539	0	0	0	12.2857192825	241.3216485202	958.4732105172	11.8581512197
K00163	22.4358170383	7.1617445902	10.5152579350	47.1257124041	13.9975281868	0	22.5724525432	1932.8335281390	7.9796826237	0	8.7116053796	1858.6397309908	0	0	0	0	473.9681013021	1176.6488802085	12.7934008227
K00164	14.6029249896	5.7776056727	0	71.8346400773	15.0717187613	0	15.2241959305	1295.0335465208	6.1211998879	0	8.5385394313	1971.0198050116	0	0	0	13.3384079733	254.1119489727	1206.9622010796	11.0710137805
K00166	0	0	0	0	0	0	0	30.6355387830	0	0	0	763.6953159711	0	0	0	0	17.4535135397	330.8018969397	0
K00167	0	0	0	0	0	0	0	27.9361159264	0	0	0	890.2137572975	0	0	0	0	20.7048261415	501.4600663256	0
K00169	12.8142344874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.4607124178	0
K00170	72.8079813895	0	0	69.3578923026	54.8511102052	0	0	0	27.2801870819	0	58.3599177911	0	0	0	0	60.2759329990	96.7725356322	58.7871658791	45.7350039637
K00171	0	0	0	0	0	0	0	0	0	0	0	14.4000736106	0	0	0	0	0	9.5240254881	7.4211758227
K00172	0	0	10.3379551822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00174	141.5029840247	35.9335539642	73.4595402968	183.8552534274	155.0285583446	160.1116122285	105.8886983966	200.8539389974	30.5669199504	75.8468020430	78.6138955010	775.5495739648	0	116.6886212935	90.0699083035	70.6586362966	182.1863901134	508.0748323247	208.9204298300
K00175	100.2264442251	40.0712644812	63.4865364551	186.4774828221	152.4316320051	167.9732952998	93.4606832443	121.8442390641	33.5767229620	68.0153853989	83.1559416805	941.1607760720	25.6254271146	58.4716836081	40.8140108300	50.5483563386	152.4721417510	528.8352382418	189.4188092843
K00177	25.5596120230	0	0	194.5775442836	174.9658794284	0	27.5358507495	29.4772980894	21.5128262597	25.5332425333	182.8196523106	80.5547284763	0	0	19.6169943041	0	39.2927915098	55.0330882163	359.6489067523
K00179	252.4116888143	151.6036602711	196.8761923899	146.3066955188	94.5716613429	75.1848129315	139.4408671611	81.4622869513	258.9451604925	79.4388029670	57.2932663806	66.6077636762	27.1406453909	46.8444679936	40.7812864409	41.1644050172	129.3491886260	99.5031820656	111.8211432163
K00180	151.2534602702	0	133.6896922319	168.4835199155	97.3266053958	0	0	71.8408833045	79.3631315881	60.7532999697	0	46.2334655200	0	0	0	0	126.9435337430	72.6933500664	0
K00184	0	0	0	0	0	0	0	0	0	0	0	124.7838228550	0	0	0	0	0	33.7103336355	0
K00185	0	0	0	0	0	0	0	17.1653702288	0	0	0	455.5801294087	0	0	0	0	0	102.0679848344	0
K00186	0	0	0	0	0	0	0	0	0	0	0	5.5192561119	0	0	0	0	0	6.4278069300	0
K00196	0	0	0	0	0	0	0	0	0	0	0	6.3875153110	0	0	0	0	0	0	0
K00198	0	0	0	0	0	0	0	0	0	0	0	22.5443863246	0	19.4288856101	0	0	23.4912190153	0	0
K00201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.9108467000	0
K00208	29.6081189393	56.5704886543	36.4985807709	118.2613125909	64.1700478990	623.5082720720	27.1431680540	1585.3830474637	22.5355093956	7.4840376918	130.8708876467	2315.4990921594	29.2797295123	21.2351488551	23.1617125200	25.9096201208	308.9985431471	1382.0451354685	270.1897043976
K00215	189.8087655988	21.7452032774	43.1628498907	144.2880178559	91.0032234089	143.2594156084	55.1171410301	1339.5386164262	18.7977291099	24.4242361574	91.6789571070	1578.3014001438	17.3825292861	51.2153158140	172.6411423243	67.4094991434	586.6771719581	1060.1720952602	55.4222113265
K00216	0	0	0	40.5634506516	6.9910940429	0	0	15.7081973983	5.5773160452	0	6.9420471144	44.8190151322	0	0	0	0	15.7805551103	25.5927884144	0
K00219	13.5872496044	0	0	58.9453163565	0	0	12.5689972731	885.8189564852	0	0	0	867.7153469825	0	0	0	0	340.8240866463	675.2242978514	0
K00221	0	0	0	0	0	0	0	282.2097376746	0	0	0	84.3366690324	0	0	0	0	418.4523442974	0	0
K00226	290.8260356885	38.6725021468	78.5312086735	232.7558793730	127.1977630827	265.9116744203	98.5167808499	605.5553432988	21.1369729909	34.6706916413	112.4852216863	1068.2583701754	14.6104789232	52.7903896133	292.9864287341	44.1137547311	147.3973575619	585.4316627781	165.8703849700
K00228	0	3.2376276422	0	49.4520405772	10.3839085001	0	14.7535838018	1128.0359222611	0	0	0	1264.2402610831	0	0	0	0	437.5561013927	761.4349641138	4.7083481770
K00230	0	0	0	56.7056463779	11.7302164873	0	0	13.6836116359	0	0	0	15.6781754111	0	0	0	0	0	10.0124864394	0
K00231	0	0	0	0	0	0	0	8.0185141233	0	0	0	350.8776117210	0	0	0	25.7129087418	0	193.6712479239	0
K00239	528.2766491041	360.4273353880	591.1445393197	1154.3264140720	976.5282363444	1297.8272945046	737.2522339399	3000.5459829793	141.4060702202	557.3200500819	664.0066744640	3686.2167643713	174.0272370032	525.6473294266	780.7741890684	403.6415227096	1162.0194854537	2199.1392948743	1650.2377223986
K00240	182.7737661580	124.4991201597	244.0153050703	413.4772450208	315.5558093925	405.9985595738	217.5864878031	1704.6798533113	45.8521066938	200.7864117289	199.7495404774	3150.8274100916	73.3792569909	171.1432047528	294.1056944002	101.8608641987	454.2244474817	1832.0217971809	510.9027534359
K00241	0	0	9.4301621001	46.9896523860	17.6885767961	0	10.2349150607	314.1653025312	0	0	10.1444857579	1346.3104421833	0	0	0	0	91.0326545432	766.8735318202	0
K00242	0	0	9.2280844079	44.5585491121	0	0	12.1604470667	361.3338472545	6.3897763578	0	0	503.9938451188	0	0	0	0	110.3754375147	357.9768523383	0
K00243	9.8148100058	0	14.4853495787	37.1080908261	24.3900513410	18.0873389982	13.1816357861	47.9374896902	0	0	9.9122803368	679.9366061158	0	17.5414008138	0	10.4069358712	19.9310321259	284.4250738941	9.6466711914
K00244	34.7581632666	14.9142933863	39.9786105621	95.4451003727	43.2624704121	44.1168625106	54.0042077325	68.1323007640	19.0671036622	19.6796289074	30.3872591515	93.5184057411	0	15.5990700548	15.5420665197	42.0009607307	50.3871561403	55.4963906147	27.7579547352
K00245	0	0	0	55.5897879533	15.6058605176	0	18.4755640712	14.1724033456	0	0	10.6733969840	59.9389266406	0	0	0	0	0	6.9987526785	0
K00246	0	0	0	44.2579588361	13.8427633492	0	0	0	9.5987259457	0	8.3102493075	19.3532281784	0	0	0	0	0	0	0
K00247	0	0	0	48.7031620383	0	0	6.0918881628	9.1018624220	0	0	5.8349311621	24.0407461110	0	0	0	0	0	5.8118494520	0
K00248	308.0322913417	76.8656701557	99.9391421223	360.8990030398	327.3521414585	219.6522961737	185.2294136923	624.2459873877	41.6248541496	76.5529701575	186.2691830049	234.9158997408	92.3394943328	240.8601296698	225.4370408866	199.5652217006	344.8031837203	280.7223498505	225.1848443848
K00249	9.9592817113	0	9.8269077863	10.6259652351	11.1428064614	0	15.6423838448	1331.4831534875	0	0	8.1829049354	983.2194615404	0	0	0	0	356.1802273819	640.5168518951	14.0666458812
K00252	6.8611750786	0	0	0	0	5.1727959836	6.8021675146	1256.4285411912	0	0	0	2556.0831215355	0	0	0	11.0881442074	429.0549442310	1471.8093961138	12.9980428016
K00253	0	0	0	3.5391235612	8.8387847076	0	0	1040.5964430338	5.2802980720	0	0	694.7811285926	0	0	0	0	183.4290830831	461.7244896974	15.9501983582
K00255	28.4465691451	0	0	0	0	0	5.5899618803	293.5942193691	0	0	0	832.7887389220	0	0	0	0	322.5746957542	549.8572207325	0
K00257	103.8434080326	58.6676645534	59.7444858181	130.2745127070	96.6003052903	112.9234793791	120.4657143449	5318.1458320913	19.2267263574	92.9504777117	74.1257108338	5329.0269013275	0	26.7863415246	26.8008842071	27.5804743805	1461.8497721172	3471.5586737357	185.4595184254
K00259	0	0	0	8.4307768972	0	0	0	30.9270177089	0	0	0	899.7015405440	0	0	0	0	23.1880811195	460.8345528899	0
K00260	6.9945162193	0	0	0	0	0	0	103.5535320632	0	0	0	2146.1305549380	0	0	0	0	67.7351192705	928.3637816241	0
K00261	0	0	0	0	0	0	0	378.2545302036	4.8197325013	0	0	237.1013219157	0	35.1621346705	0	0	35.5129283916	177.6337336259	0
K00262	1608.1307361945	675.8325957849	1013.9004000247	2496.7161684768	1831.8989683239	1821.4518550113	1434.9178982349	2404.4308765386	459.1477526942	859.5888795749	1034.4014947550	1670.9647763771	511.6585011425	812.7629614632	1280.9731046490	1173.8756007113	1515.7456244510	1432.8628163373	1971.7399608548
K00263	0	0	0	0	0	0	0	40.5728658173	0	0	0	0	0	0	0	0	0	0	0
K00265	242.9462127047	86.5343508882	124.4831135349	375.5940421595	290.7222656891	433.0715526134	167.9931557305	1882.8123597494	48.0021150830	83.3974474967	209.4102077296	2138.7174329456	47.8771612736	70.4043950447	221.7510139073	130.5010799209	786.9797921773	1319.5488303906	555.0158276791
K00266	551.4308205773	214.2359042161	352.0405648892	1030.1378224691	822.4634731609	720.6390084318	583.0387889091	2125.4208294270	127.2812432420	272.2746525572	366.7705586573	2858.0389974643	155.5073199996	340.6990018911	587.1032117343	343.0491005272	1083.2764354535	1815.7725422393	748.8784060134
K00275	6.4948183185	0	0	36.9289721168	0	0	0	732.5114287482	0	0	0	455.6884374072	0	0	0	0	126.3479516104	295.1988690302	0
K00276	0	0	0	0	0	0	0	14.0049033019	0	0	0	115.4021703852	0	0	0	0	25.9936855682	60.5459522912	0
K00278	111.7032746266	46.7025685514	89.4242873619	317.3261100964	180.6698231047	276.9391689023	95.4849117465	590.6412739122	27.2079881662	50.2187047813	133.0188691862	781.0346671462	0	37.9284556617	146.0987244842	45.7140676238	374.9551488469	594.5590318409	310.6430988103
K00281	56.0933731941	16.6048119916	25.0063524733	112.5720928819	55.4251143016	0	61.5999753841	411.4613930896	0	0	24.4037032044	378.8678601996	0	0	0	0	93.2095235470	98.9139113510	57.2678218034
K00282	0	0	0	0	0	0	0	41.1058444254	0	0	0	728.1604841343	0	0	0	28.4092314892	30.5513159824	363.1195354958	0
K00283	0	0	0	0	0	0	0	43.1271027821	0	0	0	871.4617376030	0	0	0	21.8194298071	37.9778879682	544.7944461252	0
K00284	210.7716495649	102.6652031081	136.6813333007	348.8124722829	301.7316687495	222.2130773583	231.2599465172	411.5418137371	113.9106565414	104.8795913542	141.5340954460	160.1515997453	48.2793812075	193.9927303966	138.3280443242	220.4482450042	287.7230292852	150.4485384577	260.4791919008
K00285	13.7714267968	0	8.0100052161	49.1058791595	12.0384936944	0	14.5545263516	437.2879821114	7.0971798208	0	0	887.9931307120	0	0	0	0	221.3006889699	653.2543555255	0
K00286	87.4529122123	23.4890600168	37.8225068835	139.0885824050	75.2036137761	95.5654459966	60.4663470250	639.7713971457	19.5839702862	0	41.9614334773	1040.3957486682	0	37.9473876568	100.4315844441	31.3045624296	269.4441097105	512.4753528636	0
K00287	113.4635984107	12.9875327822	21.5770448928	81.6894795607	15.2274013948	90.5001504026	15.1246902190	303.0121958041	10.9765684784	10.8377499827	22.2065484420	950.5651232470	0	0	145.8811879330	10.7892629362	67.4743971015	539.4011589332	12.9765799411
K00290	371.5963793511	123.1463696729	211.3339987098	425.2207271958	354.1269882581	484.4921674872	298.4223365926	269.8748177900	60.0438946198	116.6228984098	193.4645487409	168.6899694596	52.9134354027	87.4769937501	152.2338855680	277.1139163507	484.3096032438	166.6025250313	544.9059209267
K00294	0	0	0	0	0	0	0	0	0	0	0	1040.6269996000	0	0	0	0	35.7867376621	532.7764902484	0
K00297	62.8615672079	10.6693548874	6.7063352832	91.4692397572	26.4155399752	60.1263020260	14.5058599187	664.3799934955	13.1603840374	6.7982326720	33.6955691881	1138.3383384811	0	0	78.0679629015	9.6483166286	162.5933908409	708.2002070780	27.4979689915
