"A001"	"A003"	"A006"	"A007"	"A010"	"A011"	"A013"	"A015"	"A018"	"A020"	"A021"	"A024"	"A025"	"A028"	"A029"	"A031"	"A034"	"A035"	"A037"	"A039"	"A081"	"A082"	"A083"	"A084"	"A085"	"A086"	"A091"	"A093"	"A094"	"A098"	"A099"	"A100"	"A101"	"A107"	"A108"	"A109"	"A116"	"A118"	"A119"	"A120"
"184922"	0.00283333333333333	0	0	0	0.00080952380952381	0	0.00321428571428571	0	2.38095238095238e-05	0.000880952380952381	0.000166666666666667	0.00166666666666667	0	0	0.000547619047619048	0.000238095238095238	0.000166666666666667	0	0	0	0.00430952380952381	0.00283333333333333	0	7.14285714285714e-05	0.000261904761904762	7.14285714285714e-05	0.00242857142857143	0	0	0.000119047619047619	0.00452380952380952	0.00283333333333333	5e-04	0	0.00030952380952381	0.000119047619047619	0	0	0	4.76190476190476e-05
"3472078"	0.000119047619047619	7.14285714285714e-05	0.00242857142857143	0.00178571428571429	0.000976190476190476	0.000142857142857143	0.0034047619047619	0.000571428571428571	0.00216666666666667	0.000976190476190476	0.0015952380952381	0.000761904761904762	0.00916666666666667	2.38095238095238e-05	0	0.000119047619047619	0.000833333333333333	0.000119047619047619	2.38095238095238e-05	0.00371428571428571	0.00169047619047619	0.00376190476190476	0.00888095238095238	0.000952380952380952	0.00111904761904762	0.017952380952381	0.00445238095238095	0.00923809523809524	0.00278571428571429	0.000261904761904762	0.0191904761904762	0.000595238095238095	0.0137857142857143	0.00185714285714286	0.000547619047619048	0.000928571428571429	0.000261904761904762	0.00561904761904762	0.00157142857142857	0.00128571428571429
"317065"	0.000166666666666667	2.38095238095238e-05	0	0	0	0	0	0	9.52380952380952e-05	0	0.000119047619047619	0.000880952380952381	0	4.76190476190476e-05	4.76190476190476e-05	0	0	0.000238095238095238	0.000285714285714286	0	0	0	0	0	0	0	0	0	0	0.000142857142857143	0	0	0	0	0	0	0	0	0	0
"174589"	4.76190476190476e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"174588"	4.76190476190476e-05	0	0	0	2.38095238095238e-05	0	0	0	4.76190476190476e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
"827773"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.76190476190476e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
"332846"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"197649"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"319938"	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	2.38095238095238e-05	0	4.76190476190476e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0
"175184"	0.000261904761904762	0	0	4.76190476190476e-05	7.14285714285714e-05	4.76190476190476e-05	0	7.14285714285714e-05	0.000142857142857143	0	0.00019047619047619	4.76190476190476e-05	0	2.38095238095238e-05	4.76190476190476e-05	0	0.000142857142857143	0	0.000261904761904762	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	4.76190476190476e-05	0	0	0.000142857142857143	4.76190476190476e-05	9.52380952380952e-05	9.52380952380952e-05	0	0	0	0
"4254528"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1107027"	0.0712142857142857	9.52380952380952e-05	0	0	0.0305714285714286	0.0101190476190476	4.76190476190476e-05	9.52380952380952e-05	0.000404761904761905	0.000119047619047619	0	2.38095238095238e-05	0	0	0.000142857142857143	0	0.000214285714285714	0	0.00916666666666667	0	0	0	0	2.38095238095238e-05	7.14285714285714e-05	0	0.000238095238095238	0	0	0	0.000142857142857143	0	4.76190476190476e-05	0	0.000523809523809524	0.00330952380952381	7.14285714285714e-05	0	0	0
"752584"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0
"302352"	0	2.38095238095238e-05	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	2.38095238095238e-05	2.38095238095238e-05	0	0	0	0	0	0	0	0
"342666"	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"312586"	7.14285714285714e-05	2.38095238095238e-05	0.000428571428571429	0.000357142857142857	0.000357142857142857	0.000119047619047619	0.000380952380952381	9.52380952380952e-05	0.000452380952380952	0.000333333333333333	7.14285714285714e-05	4.76190476190476e-05	0.000476190476190476	0	7.14285714285714e-05	0.00019047619047619	7.14285714285714e-05	9.52380952380952e-05	2.38095238095238e-05	0.000547619047619048	0.000476190476190476	0.000119047619047619	7.14285714285714e-05	0.000142857142857143	0.000166666666666667	0.000857142857142857	0.000571428571428571	0	4.76190476190476e-05	0.000214285714285714	0.00030952380952381	0.00019047619047619	0	0.000142857142857143	0.000166666666666667	0.000238095238095238	0.000214285714285714	0.000880952380952381	4.76190476190476e-05	0.000404761904761905
"207126"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.76190476190476e-05	0
"4326452"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0
"2675920"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0
"195271"	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"175761"	0	7.14285714285714e-05	0	0	0	0	0	0	0	0	0	0.000142857142857143	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	9.52380952380952e-05	2.38095238095238e-05	0	7.14285714285714e-05	0	0	2.38095238095238e-05	0	0.000238095238095238	0	0	0	0	0	0	9.52380952380952e-05	0
"585419"	0.00192857142857143	0.00069047619047619	0.000666666666666667	0.000595238095238095	0.00069047619047619	0.00261904761904762	0.00845238095238095	0.00030952380952381	4.76190476190476e-05	0.000833333333333333	0.000619047619047619	0.00102380952380952	4.76190476190476e-05	0.000404761904761905	0.00133333333333333	0.000214285714285714	0.000142857142857143	0.000214285714285714	0.00516666666666667	0.000285714285714286	0.000619047619047619	0.00302380952380952	0	0.000285714285714286	0.00019047619047619	0.00304761904761905	7.14285714285714e-05	0	7.14285714285714e-05	0.000119047619047619	4.76190476190476e-05	7.14285714285714e-05	7.14285714285714e-05	2.38095238095238e-05	2.38095238095238e-05	0.00809523809523809	7.14285714285714e-05	0	4.76190476190476e-05	0.000166666666666667
"2123719"	0	0	2.38095238095238e-05	7.14285714285714e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.76190476190476e-05	0	0	0	0	0	0	4.76190476190476e-05	0	0	0	0	0	0
"145572"	0	0	0	0	0	0	0	0	0	0	0	0	0	7.14285714285714e-05	0	0	0	0	4.76190476190476e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"294856"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0.000380952380952381	0	0	2.38095238095238e-05	0	0	0	0	0.000119047619047619	0	0	0	0.000214285714285714	0	2.38095238095238e-05	0
"688701"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.52380952380952e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"311587"	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.76190476190476e-05	0	0	0	0	0	4.76190476190476e-05	0
"306299"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0
"4435784"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"372906"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	2.38095238095238e-05	0
"183163"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0
"183162"	0	0	0	0	0	0	4.76190476190476e-05	0	0	0.000238095238095238	0	4.76190476190476e-05	2.38095238095238e-05	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	2.38095238095238e-05	7.14285714285714e-05	0	0	0	0	2.38095238095238e-05	0	2.38095238095238e-05	0	2.38095238095238e-05	2.38095238095238e-05	2.38095238095238e-05	7.14285714285714e-05	0	2.38095238095238e-05
"302972"	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"180123"	0.00019047619047619	0.000142857142857143	0	0	0.000166666666666667	7.14285714285714e-05	0	2.38095238095238e-05	0.000142857142857143	9.52380952380952e-05	0.000166666666666667	0	0	0	0	7.14285714285714e-05	0	0	0.000238095238095238	7.14285714285714e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.14285714285714e-05
"180120"	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"370217"	0	0	0	0	9.52380952380952e-05	0	0	7.14285714285714e-05	0	0	0.000880952380952381	0	0	0	2.38095238095238e-05	2.38095238095238e-05	0	0	0.000642857142857143	0	0	2.38095238095238e-05	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0.000714285714285714	0	0	0	0	0
"4340138"	4.76190476190476e-05	2.38095238095238e-05	0	0	0	4.76190476190476e-05	0.00019047619047619	0	0	0	0	0	0	0	0	0	0	0	9.52380952380952e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000142857142857143	0	0	0	0
"308057"	0	2.38095238095238e-05	0	0	0	0	0	2.38095238095238e-05	2.38095238095238e-05	4.76190476190476e-05	0	2.38095238095238e-05	0	0	0	0	2.38095238095238e-05	0	0	0	7.14285714285714e-05	4.76190476190476e-05	0	4.76190476190476e-05	0	0	2.38095238095238e-05	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0
"194696"	4.76190476190476e-05	2.38095238095238e-05	2.38095238095238e-05	0.000119047619047619	0.000333333333333333	0.000119047619047619	0	9.52380952380952e-05	4.76190476190476e-05	0	0.00030952380952381	0.000238095238095238	0	2.38095238095238e-05	2.38095238095238e-05	7.14285714285714e-05	0.00030952380952381	2.38095238095238e-05	2.38095238095238e-05	0	0	0	0	2.38095238095238e-05	0.000119047619047619	0	0	0	0	2.38095238095238e-05	9.52380952380952e-05	0	2.38095238095238e-05	4.76190476190476e-05	2.38095238095238e-05	9.52380952380952e-05	0	0	0	0.000214285714285714
"194693"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.14285714285714e-05	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0
"177463"	0	0	0	4.76190476190476e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2686590"	0.000119047619047619	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	4.76190476190476e-05	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	7.14285714285714e-05	0	0	0	0	2.38095238095238e-05	0	0	0
"365621"	2.38095238095238e-05	9.52380952380952e-05	0	2.38095238095238e-05	4.76190476190476e-05	0	0	2.38095238095238e-05	2.38095238095238e-05	4.76190476190476e-05	0	0	0	4.76190476190476e-05	0	0	0	0	4.76190476190476e-05	0	2.38095238095238e-05	0	0	2.38095238095238e-05	0	0	4.76190476190476e-05	0	0	2.38095238095238e-05	0	0	9.52380952380952e-05	2.38095238095238e-05	0	0	0	0	0	0
"198990"	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"98605"	4.76190476190476e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"196125"	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"193407"	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	2.38095238095238e-05	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0
"368698"	0.00133333333333333	0.000928571428571429	0.00407142857142857	0.00235714285714286	0.00171428571428571	0.00507142857142857	0.00497619047619048	0.0020952380952381	0.00602380952380952	0.00314285714285714	0.00188095238095238	0.00873809523809524	0.00857142857142857	0.0015952380952381	0.000333333333333333	0.00178571428571429	0.00376190476190476	0.00133333333333333	0.000404761904761905	0.0117380952380952	0.00180952380952381	0.0035952380952381	0.00245238095238095	0.00138095238095238	2.38095238095238e-05	4.76190476190476e-05	0.00283333333333333	0.00304761904761905	0.00430952380952381	0.00126190476190476	0	0.00385714285714286	0.00323809523809524	0.00311904761904762	0.00161904761904762	0.00457142857142857	0	0.00673809523809524	0	0.00992857142857143
"345362"	0	0	4.76190476190476e-05	0	0	0	0	0	0	9.52380952380952e-05	0	0	0	0	0	0	0	4.76190476190476e-05	0	0	2.38095238095238e-05	0	0	7.14285714285714e-05	0	0	0	0	0	0	4.76190476190476e-05	0	0	0.000452380952380952	0.000261904761904762	0	0	0	0.000142857142857143	0
"839200"	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	2.38095238095238e-05	0	2.38095238095238e-05
"4353658"	0	0	0	0	0	9.52380952380952e-05	0	4.76190476190476e-05	0	0	0	0	0	0	0	0	0	7.14285714285714e-05	4.76190476190476e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0
"925131"	0	0	0	0	0	0.00319047619047619	0	0	0	0	0	0	0	0.00166666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"292041"	2.38095238095238e-05	0.000261904761904762	0	0	0	2.38095238095238e-05	0	0	0	2.38095238095238e-05	0	0	0	0.000523809523809524	0.000571428571428571	0.000357142857142857	0	0.000119047619047619	4.76190476190476e-05	0	0	0	0	0	0.000214285714285714	2.38095238095238e-05	0	0	0	0	0	7.14285714285714e-05	0	0	0	0	0	0	0	0
"583974"	0	0	0	0	0	0	0.000261904761904762	0	0	0.00019047619047619	0	0	2.38095238095238e-05	0	0	0	0	0	0	2.38095238095238e-05	7.14285714285714e-05	4.76190476190476e-05	0	0	7.14285714285714e-05	9.52380952380952e-05	0	7.14285714285714e-05	0	0	0	0	4.76190476190476e-05	0.000119047619047619	2.38095238095238e-05	0	0.000833333333333333	4.76190476190476e-05	0.000166666666666667	4.76190476190476e-05
"182416"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.14285714285714e-05	0
"4481861"	0	0	0	0	0.000119047619047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0
"189443"	0	0	0	0	0	0	2.38095238095238e-05	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.76190476190476e-05	4.76190476190476e-05	2.38095238095238e-05	0
"366195"	4.76190476190476e-05	0	0.000166666666666667	0.000119047619047619	2.38095238095238e-05	0	0	0.000119047619047619	7.14285714285714e-05	0	0	0	0	0	0	0	4.76190476190476e-05	2.38095238095238e-05	0	2.38095238095238e-05	2.38095238095238e-05	2.38095238095238e-05	0	0.000119047619047619	0	0	0	0	0	0	9.52380952380952e-05	0	2.38095238095238e-05	7.14285714285714e-05	0	0	0	7.14285714285714e-05	0	0
"640999"	0	0	0	0	9.52380952380952e-05	0	0	0	0	0	0	0.000119047619047619	0	0	0	0	0	0	0	0	0.000214285714285714	0	0	0	0	0	0	0	0	0.000642857142857143	0	0	0	0	0	0	0	0	0	0
"309892"	0	0	9.52380952380952e-05	0	7.14285714285714e-05	0	0	7.14285714285714e-05	0.00030952380952381	0	2.38095238095238e-05	0.000119047619047619	0	0	0	0	4.76190476190476e-05	0	0	0	2.38095238095238e-05	0	0	0.000142857142857143	0	0	0.000238095238095238	0	0	4.76190476190476e-05	0	0	0	0	4.76190476190476e-05	0	0	9.52380952380952e-05	2.38095238095238e-05	9.52380952380952e-05
"302511"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"149109"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"554338"	9.52380952380952e-05	2.38095238095238e-05	0	0	0	0	0	2.38095238095238e-05	2.38095238095238e-05	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	2.38095238095238e-05	0	0	2.38095238095238e-05	0	0	0	4.76190476190476e-05	0	0	0	0	2.38095238095238e-05	0	0
"342397"	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	9.52380952380952e-05	0	0	0
"197418"	0.00019047619047619	0	7.14285714285714e-05	0.000285714285714286	7.14285714285714e-05	0	0	0.000261904761904762	9.52380952380952e-05	0	0.000357142857142857	0.00019047619047619	0	0	7.14285714285714e-05	0	0.000333333333333333	0	7.14285714285714e-05	0	0	0	0	2.38095238095238e-05	2.38095238095238e-05	0	0	0	0	2.38095238095238e-05	9.52380952380952e-05	0	2.38095238095238e-05	0	2.38095238095238e-05	0	0	0	0	9.52380952380952e-05
"198696"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0
"4339832"	2.38095238095238e-05	2.38095238095238e-05	0.000119047619047619	0	0	4.76190476190476e-05	0.00111904761904762	2.38095238095238e-05	7.14285714285714e-05	0.00019047619047619	4.76190476190476e-05	0.000119047619047619	0.000738095238095238	2.38095238095238e-05	0	4.76190476190476e-05	0	0	0	7.14285714285714e-05	0.00019047619047619	0.000261904761904762	0.000357142857142857	2.38095238095238e-05	0.000547619047619048	0.000452380952380952	7.14285714285714e-05	0.000833333333333333	4.76190476190476e-05	2.38095238095238e-05	0.0019047619047619	0	0.000571428571428571	2.38095238095238e-05	2.38095238095238e-05	0.000238095238095238	0.0029047619047619	0.000523809523809524	7.14285714285714e-05	4.76190476190476e-05
"4339831"	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"157033"	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	2.38095238095238e-05	0	0	0	0	0
"199344"	0.000214285714285714	0.00019047619047619	0.000214285714285714	0	0.000214285714285714	0.000238095238095238	0.000476190476190476	9.52380952380952e-05	2.38095238095238e-05	0.000119047619047619	2.38095238095238e-05	4.76190476190476e-05	0.000285714285714286	0	2.38095238095238e-05	2.38095238095238e-05	0	9.52380952380952e-05	0.000119047619047619	0.000333333333333333	4.76190476190476e-05	4.76190476190476e-05	0	0.000119047619047619	0	4.76190476190476e-05	0	0	0	2.38095238095238e-05	0.000142857142857143	2.38095238095238e-05	0.000166666666666667	0	7.14285714285714e-05	0.000333333333333333	0	0.000238095238095238	0	0
"518040"	4.76190476190476e-05	0	0	0.000285714285714286	2.38095238095238e-05	0.00019047619047619	0.000595238095238095	2.38095238095238e-05	0.00019047619047619	0.000666666666666667	0.000119047619047619	0.000142857142857143	5e-04	2.38095238095238e-05	7.14285714285714e-05	9.52380952380952e-05	0.000119047619047619	0.000166666666666667	2.38095238095238e-05	2.38095238095238e-05	0.000166666666666667	0	2.38095238095238e-05	4.76190476190476e-05	4.76190476190476e-05	9.52380952380952e-05	2.38095238095238e-05	0.000333333333333333	0	0.000142857142857143	2.38095238095238e-05	0.000214285714285714	0	0.00030952380952381	0.000333333333333333	0	0.000119047619047619	0.000214285714285714	0.000166666666666667	0.00111904761904762
"192462"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
"313800"	0.000119047619047619	7.14285714285714e-05	0	0	0	0	0	2.38095238095238e-05	2.38095238095238e-05	0	4.76190476190476e-05	4.76190476190476e-05	0	0.000119047619047619	4.76190476190476e-05	0	0	0	4.76190476190476e-05	0	4.76190476190476e-05	0	0	2.38095238095238e-05	0	0	0	0	0	0.000142857142857143	0	0	0	7.14285714285714e-05	2.38095238095238e-05	0	0	0	0	0
"674324"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0
"4434579"	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0.000119047619047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1848900"	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"752354"	0.000357142857142857	0.000119047619047619	7.14285714285714e-05	0	7.14285714285714e-05	9.52380952380952e-05	0	2.38095238095238e-05	0.000142857142857143	0	2.38095238095238e-05	0	0	0	2.38095238095238e-05	0	2.38095238095238e-05	0	0.000142857142857143	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	4.76190476190476e-05	2.38095238095238e-05	0	0	2.38095238095238e-05	0	2.38095238095238e-05	0	0	0	9.52380952380952e-05
"297792"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	4.76190476190476e-05	0	0	0	0	0
"190191"	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"172233"	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	4.76190476190476e-05	0	0	0	0	0	2.38095238095238e-05	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0.000119047619047619	4.76190476190476e-05	0	0	0.000119047619047619	0	0	2.38095238095238e-05
"846798"	0	0	0	0	0	0	0	0	0.000333333333333333	0	0	0	0	0	0	0	0	4.76190476190476e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000119047619047619
"4388775"	0	0	0	0	0	0	0	2.38095238095238e-05	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0
"289110"	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	9.52380952380952e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"582497"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.14285714285714e-05	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0.000261904761904762	0	0.000214285714285714	0	0
"369182"	0.000595238095238095	0.00185714285714286	9.52380952380952e-05	0.000976190476190476	0.000452380952380952	0.000523809523809524	0	9.52380952380952e-05	0.00107142857142857	0.000428571428571429	9.52380952380952e-05	0.00019047619047619	2.38095238095238e-05	0.000238095238095238	2.38095238095238e-05	0.000119047619047619	0.000595238095238095	7.14285714285714e-05	0.000547619047619048	0.000214285714285714	7.14285714285714e-05	0.000214285714285714	0.000142857142857143	0.000428571428571429	0	2.38095238095238e-05	0.000333333333333333	0	0	4.76190476190476e-05	0	0.000142857142857143	0	9.52380952380952e-05	0.000285714285714286	0	0	2.38095238095238e-05	0	0.000214285714285714
"876540"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.52380952380952e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"300853"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00785714285714286	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"186652"	0.00030952380952381	0.000119047619047619	4.76190476190476e-05	2.38095238095238e-05	2.38095238095238e-05	0.000119047619047619	0	0.000166666666666667	0.000261904761904762	5e-04	0	0	0	0	0	0	0	2.38095238095238e-05	2.38095238095238e-05	4.76190476190476e-05	0	0	0	4.76190476190476e-05	0	0	2.38095238095238e-05	0	0	0	0	2.38095238095238e-05	2.38095238095238e-05	0	0	0.000166666666666667	0	4.76190476190476e-05	0	0
"357724"	0	0	7.14285714285714e-05	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"932696"	2.38095238095238e-05	7.14285714285714e-05	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0.000619047619047619	9.52380952380952e-05	2.38095238095238e-05	0	0	0	7.14285714285714e-05	0	0	0	0	7.14285714285714e-05	0	0	0	0	0.000404761904761905	0.000214285714285714	2.38095238095238e-05	0	0	7.14285714285714e-05	2.38095238095238e-05
