"A001"	"A003"	"A006"	"A007"	"A010"	"A011"	"A013"	"A015"	"A018"	"A020"	"A021"	"A024"	"A025"	"A028"	"A029"	"A031"	"A034"	"A035"	"A037"	"A039"	"A081"	"A082"	"A083"	"A084"	"A085"	"A086"	"A091"	"A093"	"A094"	"A098"	"A099"	"A100"	"A101"	"A107"	"A108"	"A109"	"A116"	"A118"	"A119"	"A120"
"290808"	0.000214285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"300297"	0	0	0	0	0	0	4.76190476190476e-05	0	2.38095238095238e-05	2.38095238095238e-05	0	0	0.000166666666666667	0	0	0	0	0	0	4.76190476190476e-05	0	0	0	0	0	0	4.76190476190476e-05	2.38095238095238e-05	2.38095238095238e-05	0	0	0	2.38095238095238e-05	0	0	0	2.38095238095238e-05	0	0	0
"4395774"	0	0	7.14285714285714e-05	7.14285714285714e-05	4.76190476190476e-05	0	7.14285714285714e-05	0	0.000119047619047619	7.14285714285714e-05	9.52380952380952e-05	0	4.76190476190476e-05	0	0	0	0	0	0	7.14285714285714e-05	0.000285714285714286	0	0	4.76190476190476e-05	0	0	0	9.52380952380952e-05	0.00019047619047619	0	0	2.38095238095238e-05	0	0	0	2.38095238095238e-05	0	0	9.52380952380952e-05	7.14285714285714e-05
"3486634"	0	0	4.76190476190476e-05	0	4.76190476190476e-05	0	2.38095238095238e-05	0	0.000261904761904762	0.000261904761904762	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0.000166666666666667	0	0	2.38095238095238e-05	0	0	2.38095238095238e-05	0	0	0	0	0	0	9.52380952380952e-05	0	0	4.76190476190476e-05	0.000714285714285714	0.000119047619047619	0
"309720"	0.000119047619047619	0.000142857142857143	0.000214285714285714	0	7.14285714285714e-05	0	4.76190476190476e-05	0.000166666666666667	0.000166666666666667	0.000119047619047619	0.000523809523809524	9.52380952380952e-05	0.000785714285714286	0.000166666666666667	0	7.14285714285714e-05	0	2.38095238095238e-05	0	9.52380952380952e-05	0.000238095238095238	0.000214285714285714	0.000166666666666667	0.000142857142857143	0.000642857142857143	0	0.000142857142857143	0.000547619047619048	0.000238095238095238	4.76190476190476e-05	0.00019047619047619	0.000238095238095238	0.000333333333333333	0.000142857142857143	4.76190476190476e-05	0.000452380952380952	2.38095238095238e-05	0.000523809523809524	0.000571428571428571	9.52380952380952e-05
"1105211"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	7.14285714285714e-05	0	0	0
"196724"	0.000285714285714286	0.00154761904761905	0.000119047619047619	0.000357142857142857	0.000523809523809524	0.000214285714285714	0.00030952380952381	0.000119047619047619	0.000357142857142857	0	2.38095238095238e-05	0	0.00019047619047619	2.38095238095238e-05	0	0	0.000119047619047619	0.00019047619047619	7.14285714285714e-05	0.000285714285714286	7.14285714285714e-05	4.76190476190476e-05	0.000166666666666667	0.000571428571428571	0	0.000761904761904762	0.000166666666666667	0	0	0	0.000214285714285714	7.14285714285714e-05	0.000333333333333333	2.38095238095238e-05	0	0	0	0.000380952380952381	0	0.000285714285714286
"198783"	2.38095238095238e-05	0	2.38095238095238e-05	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	2.38095238095238e-05	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0
"345172"	2.38095238095238e-05	0	0	2.38095238095238e-05	0	4.76190476190476e-05	0	0	2.38095238095238e-05	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	4.76190476190476e-05	0	0	0	0	0	2.38095238095238e-05	0	0
"198786"	2.38095238095238e-05	4.76190476190476e-05	0	0	0	0.000238095238095238	0	0	0	7.14285714285714e-05	0	0	0	9.52380952380952e-05	0	7.14285714285714e-05	0	0.000166666666666667	4.76190476190476e-05	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0.000142857142857143	0	0	0	0	0	0	0	0
"345176"	0	0	0	0	2.38095238095238e-05	0	2.38095238095238e-05	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	4.76190476190476e-05	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	4.76190476190476e-05	0	0
"3039313"	0	0	0	0	0	7.14285714285714e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"254011"	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0
"178015"	9.52380952380952e-05	0	0.000642857142857143	0	0.000452380952380952	4.76190476190476e-05	0.000119047619047619	0.000428571428571429	2.38095238095238e-05	7.14285714285714e-05	4.76190476190476e-05	0	9.52380952380952e-05	0	0	2.38095238095238e-05	0.000166666666666667	9.52380952380952e-05	4.76190476190476e-05	0.000119047619047619	9.52380952380952e-05	0.000238095238095238	0.00019047619047619	0.000380952380952381	4.76190476190476e-05	0.000285714285714286	0.000166666666666667	0	0	0	2.38095238095238e-05	0	0.000214285714285714	2.38095238095238e-05	7.14285714285714e-05	0.000119047619047619	0	0.000166666666666667	7.14285714285714e-05	0.000119047619047619
"304973"	7.14285714285714e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.76190476190476e-05	0	0	2.38095238095238e-05	0	0	0	0	7.14285714285714e-05	0	0	0	0	0
"314613"	0	0	0	0	0	0	0	0	0	0	0	0	0	4.76190476190476e-05	0	0	0	0	0.000119047619047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4344722"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"194270"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
"799034"	0	0.00019047619047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0
"523483"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"195004"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	2.38095238095238e-05	0	0
"351028"	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"413275"	0	0	0	0	0	0	0	4.76190476190476e-05	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"191833"	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.76190476190476e-05	0	0
"831922"	7.14285714285714e-05	0	0	0	0.000619047619047619	0	0	0.000238095238095238	0	0	0.000904761904761905	0.00461904761904762	0	0	2.38095238095238e-05	0	0	0	0	0	0.000214285714285714	0	0	0.000642857142857143	0	0	0	2.38095238095238e-05	0	0.00019047619047619	0	4.76190476190476e-05	0	0	0	0	0	0	0	2.38095238095238e-05
"180813"	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"658370"	9.52380952380952e-05	4.76190476190476e-05	0.00019047619047619	2.38095238095238e-05	9.52380952380952e-05	0.000333333333333333	0.000357142857142857	0	0.000595238095238095	0.000428571428571429	4.76190476190476e-05	0.000428571428571429	0.000357142857142857	4.76190476190476e-05	0	4.76190476190476e-05	4.76190476190476e-05	4.76190476190476e-05	0	0.00142857142857143	4.76190476190476e-05	0.000166666666666667	0	7.14285714285714e-05	0	0	0.000571428571428571	0.00557142857142857	0.000285714285714286	9.52380952380952e-05	0	0.000357142857142857	0.000333333333333333	0.000119047619047619	2.38095238095238e-05	0.000666666666666667	4.76190476190476e-05	0.000452380952380952	0	0.000404761904761905
"368236"	0.000166666666666667	0	0	0	0	0	0	4.76190476190476e-05	2.38095238095238e-05	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	4.76190476190476e-05	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0
"194667"	0	0	0	0.0014047619047619	0.00180952380952381	0.000571428571428571	0.00273809523809524	0.000357142857142857	0.000738095238095238	0.000119047619047619	0	0	0	2.38095238095238e-05	0	0.000214285714285714	0.00130952380952381	0	2.38095238095238e-05	0.00188095238095238	2.38095238095238e-05	0	0	0.00135714285714286	0	0	0	0	0	0.000976190476190476	0	0.000904761904761905	2.38095238095238e-05	0.00128571428571429	0.000857142857142857	0.00354761904761905	2.38095238095238e-05	2.38095238095238e-05	0	0.00197619047619048
"194660"	0.000523809523809524	0.000571428571428571	0.000523809523809524	0	0.001	0.000261904761904762	0.000238095238095238	0.000595238095238095	0.000142857142857143	0.000238095238095238	2.38095238095238e-05	4.76190476190476e-05	0.000261904761904762	0	7.14285714285714e-05	0.000119047619047619	0.000142857142857143	0.000404761904761905	0.000666666666666667	0.000571428571428571	0.000547619047619048	0.000428571428571429	0.00019047619047619	0.00104761904761905	0.000142857142857143	0.000476190476190476	0.000476190476190476	0	0	9.52380952380952e-05	0.000142857142857143	0.000238095238095238	0.000238095238095238	0.000166666666666667	0.000357142857142857	0.000357142857142857	0	0.00138095238095238	9.52380952380952e-05	0.00019047619047619
"171184"	0	0	0	0	0	0	0	0	0	0	0	0	4.76190476190476e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"180606"	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	2.38095238095238e-05	0	4.76190476190476e-05	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	2.38095238095238e-05	4.76190476190476e-05	0	0	4.76190476190476e-05	0	0	0	0	0	9.52380952380952e-05	0	0	0
"356245"	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"212164"	0	0	0	4.76190476190476e-05	0.000119047619047619	0	0.00019047619047619	0	7.14285714285714e-05	2.38095238095238e-05	0	0	0	0	0	0	2.38095238095238e-05	0	0	7.14285714285714e-05	0	0	0	2.38095238095238e-05	0	0	0	0	0	2.38095238095238e-05	0	4.76190476190476e-05	0	7.14285714285714e-05	4.76190476190476e-05	0.000166666666666667	0	0	0	7.14285714285714e-05
"336890"	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0.000238095238095238	0	7.14285714285714e-05	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	7.14285714285714e-05	0	0	0.000119047619047619	0	0	0	0	0
"25005"	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"310608"	0.000166666666666667	0	0	0	4.76190476190476e-05	2.38095238095238e-05	0	2.38095238095238e-05	7.14285714285714e-05	0	2.38095238095238e-05	2.38095238095238e-05	0	0	2.38095238095238e-05	0	0	0	2.38095238095238e-05	0	0	0	0	9.52380952380952e-05	0	0	0	0	0	0	0	7.14285714285714e-05	0	0	0	2.38095238095238e-05	0	4.76190476190476e-05	0	0
"187389"	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0
"291571"	0	0	0	0	0	2.38095238095238e-05	0	0	0.000166666666666667	0	0	0	0	4.76190476190476e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"642922"	2.38095238095238e-05	0	0	4.76190476190476e-05	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
"524661"	0	0	0	0	9.52380952380952e-05	0.00019047619047619	9.52380952380952e-05	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	9.52380952380952e-05	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	4.76190476190476e-05	0	2.38095238095238e-05	0.000214285714285714	0.000119047619047619	0	0	0	2.38095238095238e-05
"953855"	0.000142857142857143	0.00116666666666667	0.000761904761904762	0.000285714285714286	0.000166666666666667	0.00030952380952381	2.38095238095238e-05	0.00135714285714286	0.00623809523809524	2.38095238095238e-05	0.00257142857142857	0.0112142857142857	0.00169047619047619	0.00030952380952381	0.000714285714285714	0.000904761904761905	0.000333333333333333	0.000119047619047619	0.00111904761904762	0.000166666666666667	0	0.0050952380952381	0.0010952380952381	0.00261904761904762	0	9.52380952380952e-05	0.00197619047619048	2.38095238095238e-05	0	0.00719047619047619	0	0.00116666666666667	0	0.00147619047619048	0.000452380952380952	0.000142857142857143	0	0	0.008	0.00352380952380952
"527485"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0
"577380"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188095238095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"174978"	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0
"1078207"	0.000428571428571429	0	2.38095238095238e-05	4.76190476190476e-05	0	0	0	0	0	0	0	0	0	0	7.14285714285714e-05	0	2.38095238095238e-05	0	0.000119047619047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.52380952380952e-05	0	0	0	0
"312766"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"361619"	0.00392857142857143	0.000833333333333333	0.000166666666666667	0.000595238095238095	0.000928571428571429	0.000666666666666667	0	5e-04	0.00302380952380952	0.00376190476190476	7.14285714285714e-05	0.000119047619047619	0	0.000619047619047619	5e-04	0.000928571428571429	9.52380952380952e-05	5e-04	0.00080952380952381	0.000714285714285714	0.000166666666666667	2.38095238095238e-05	0	0.000547619047619048	0	0.000761904761904762	0.000523809523809524	0	0	0	0	9.52380952380952e-05	0.000595238095238095	4.76190476190476e-05	0.000761904761904762	0.000166666666666667	9.52380952380952e-05	0.000214285714285714	0	0.000285714285714286
"174974"	0	0	2.38095238095238e-05	0	7.14285714285714e-05	2.38095238095238e-05	0	2.38095238095238e-05	2.38095238095238e-05	4.76190476190476e-05	0	0	0	4.76190476190476e-05	0	2.38095238095238e-05	0	7.14285714285714e-05	0	0	4.76190476190476e-05	2.38095238095238e-05	0	2.38095238095238e-05	0	0	0.000142857142857143	0	0	0	4.76190476190476e-05	0	0	0	2.38095238095238e-05	0	0	0	0	0
"322118"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"197314"	9.52380952380952e-05	0.000142857142857143	0.000214285714285714	0	0.000261904761904762	4.76190476190476e-05	0.000214285714285714	0.000214285714285714	2.38095238095238e-05	7.14285714285714e-05	0	2.38095238095238e-05	4.76190476190476e-05	0	4.76190476190476e-05	4.76190476190476e-05	2.38095238095238e-05	0.00019047619047619	0.000142857142857143	0.000166666666666667	4.76190476190476e-05	7.14285714285714e-05	0	0.00119047619047619	2.38095238095238e-05	0.000214285714285714	0.00019047619047619	0	0	0	0.000166666666666667	2.38095238095238e-05	0.00019047619047619	4.76190476190476e-05	0.000166666666666667	0.000119047619047619	0	0.00123809523809524	4.76190476190476e-05	0.000214285714285714
"185390"	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"185391"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.76190476190476e-05	0	0	0	0	0	0	0	0	4.76190476190476e-05	0	0	0	0	0
"197867"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.76190476190476e-05	0	0	0	0	0	2.38095238095238e-05	0	0	0
"185394"	0	2.38095238095238e-05	0	4.76190476190476e-05	7.14285714285714e-05	0	0	0	0	0	0	0	4.76190476190476e-05	2.38095238095238e-05	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	4.76190476190476e-05	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	4.76190476190476e-05
"300729"	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"359650"	0.00976190476190476	0.00161904761904762	0.00471428571428571	0.0065	0.00769047619047619	0.00452380952380952	0.00671428571428571	0.00252380952380952	0.00459523809523809	0.00285714285714286	0.00278571428571429	0.0095	0.00321428571428571	0.00233333333333333	0.00247619047619048	0.00369047619047619	0.00630952380952381	0.0020952380952381	0.00466666666666667	0.00271428571428571	0.0075952380952381	0.00669047619047619	0.0054047619047619	0.00645238095238095	0.00128571428571429	0.00364285714285714	0.00323809523809524	0	0	0.00569047619047619	0.000642857142857143	0.00328571428571429	0.00364285714285714	0.00185714285714286	0.00169047619047619	0.00111904761904762	2.38095238095238e-05	0.00135714285714286	0.000333333333333333	0.00747619047619048
"359120"	0.000523809523809524	0.000166666666666667	2.38095238095238e-05	0	0.00019047619047619	2.38095238095238e-05	0	7.14285714285714e-05	0	0	7.14285714285714e-05	2.38095238095238e-05	0.000214285714285714	0	0	0	0	0	0.000214285714285714	0	9.52380952380952e-05	9.52380952380952e-05	0	0	0	0	0	0	0	9.52380952380952e-05	0	0	0	7.14285714285714e-05	0	0	0	0	0.000142857142857143	4.76190476190476e-05
"592572"	0.000119047619047619	0	0	0	2.38095238095238e-05	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	4.76190476190476e-05	0	0	0	0	0	0	0	2.38095238095238e-05	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0
"217734"	0.0188095238095238	0	0	0.000261904761904762	0	0.000166666666666667	4.76190476190476e-05	2.38095238095238e-05	9.52380952380952e-05	0.000476190476190476	0	7.14285714285714e-05	0	0	7.14285714285714e-05	2.38095238095238e-05	7.14285714285714e-05	2.38095238095238e-05	0.00711904761904762	2.38095238095238e-05	0	2.38095238095238e-05	0	0	0	2.38095238095238e-05	0	0	0	0	0	2.38095238095238e-05	0	0	0	0.000761904761904762	0	0	0	0
"185020"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	2.38095238095238e-05	0	0	0
"185021"	4.76190476190476e-05	2.38095238095238e-05	0	0	0	2.38095238095238e-05	0.000166666666666667	0	4.76190476190476e-05	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	2.38095238095238e-05	0	0	0	4.76190476190476e-05	4.76190476190476e-05	0	0	0	4.76190476190476e-05	0	0	0	0	2.38095238095238e-05	0	2.38095238095238e-05	0	0
"188018"	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"509383"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4478992"	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	2.38095238095238e-05	0	0	4.76190476190476e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.76190476190476e-05	0	0	0	0
"2210025"	0	0	4.76190476190476e-05	0	0	2.38095238095238e-05	4.76190476190476e-05	2.38095238095238e-05	4.76190476190476e-05	2.38095238095238e-05	0	2.38095238095238e-05	9.52380952380952e-05	4.76190476190476e-05	0	0	4.76190476190476e-05	0	0	4.76190476190476e-05	2.38095238095238e-05	2.38095238095238e-05	7.14285714285714e-05	2.38095238095238e-05	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	2.38095238095238e-05	0	2.38095238095238e-05
"2210028"	0.000357142857142857	0.000166666666666667	0.000333333333333333	0.000119047619047619	9.52380952380952e-05	0.000142857142857143	0	2.38095238095238e-05	2.38095238095238e-05	0.000404761904761905	4.76190476190476e-05	0	0.000952380952380952	7.14285714285714e-05	7.14285714285714e-05	0.000119047619047619	2.38095238095238e-05	0	0.000166666666666667	0.000119047619047619	0.000142857142857143	0	0	2.38095238095238e-05	0	0	2.38095238095238e-05	0	0	0	0	2.38095238095238e-05	0	4.76190476190476e-05	4.76190476190476e-05	0	2.38095238095238e-05	9.52380952380952e-05	0	4.76190476190476e-05
"359779"	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"835591"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2656868"	0	0	4.76190476190476e-05	4.76190476190476e-05	2.38095238095238e-05	0	0.000119047619047619	0	7.14285714285714e-05	0	0	2.38095238095238e-05	0.000142857142857143	0	0	0	2.38095238095238e-05	0	0	7.14285714285714e-05	0.000119047619047619	0	2.38095238095238e-05	4.76190476190476e-05	2.38095238095238e-05	0.000261904761904762	9.52380952380952e-05	0.000142857142857143	0	4.76190476190476e-05	0.000404761904761905	2.38095238095238e-05	0.000142857142857143	0	4.76190476190476e-05	2.38095238095238e-05	0.000428571428571429	9.52380952380952e-05	2.38095238095238e-05	2.38095238095238e-05
"581782"	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.76190476190476e-05	2.38095238095238e-05	0	0	0	0	4.76190476190476e-05	0	0	0	0	0	0	0	0	0	0.000261904761904762	0.000357142857142857	0	0	0	4.76190476190476e-05	0
"177727"	0	0	0	2.38095238095238e-05	0	0	0	0	4.76190476190476e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.14285714285714e-05	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0
"191547"	2.38095238095238e-05	0	0	2.38095238095238e-05	4.76190476190476e-05	0	0	0.000119047619047619	2.38095238095238e-05	0	7.14285714285714e-05	9.52380952380952e-05	0	4.76190476190476e-05	4.76190476190476e-05	0	7.14285714285714e-05	0	7.14285714285714e-05	0	0	0	0	0	4.76190476190476e-05	2.38095238095238e-05	0	0	0	0.000119047619047619	0	2.38095238095238e-05	0	0	0	7.14285714285714e-05	0	0	0	9.52380952380952e-05
"4346490"	9.52380952380952e-05	0	0	0	0	0	7.14285714285714e-05	0	0	0	0	7.14285714285714e-05	0	0	0	0	0	0	2.38095238095238e-05	0	7.14285714285714e-05	0.000142857142857143	0	0	0	0	2.38095238095238e-05	0	0	0	0.00019047619047619	0.000166666666666667	0	0	0	0	0	0	0	0
"739826"	0	0	0	0	0	0	2.38095238095238e-05	0	4.76190476190476e-05	7.14285714285714e-05	0	2.38095238095238e-05	0	4.76190476190476e-05	0	0	0	0	0	0	0	0	0	0	7.14285714285714e-05	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
"99891"	0	0	0	0	4.76190476190476e-05	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0
"297629"	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2170530"	2.38095238095238e-05	0	0	0	4.76190476190476e-05	2.38095238095238e-05	0	0	2.38095238095238e-05	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	4.76190476190476e-05
"187894"	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"195258"	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.76190476190476e-05	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0
"578837"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"358798"	0.00257142857142857	0.00226190476190476	0.00633333333333333	4.76190476190476e-05	0.00576190476190476	0.00178571428571429	0.00204761904761905	0.00769047619047619	0.000523809523809524	0.000333333333333333	0.000880952380952381	0.000666666666666667	0.000833333333333333	0	0.000523809523809524	0.000547619047619048	0.0044047619047619	0.00269047619047619	0.00361904761904762	0.00185714285714286	0.00228571428571429	0.00411904761904762	0.00114285714285714	0.0132380952380952	0.00102380952380952	0.00464285714285714	0.00107142857142857	2.38095238095238e-05	0	0.000571428571428571	0.00480952380952381	0.000547619047619048	0.00080952380952381	0.000523809523809524	0.00142857142857143	0.00147619047619048	4.76190476190476e-05	0.00854761904761905	4.76190476190476e-05	0.00254761904761905
"389529"	0	0	0	0	0	0	0	0	0	0	0.000238095238095238	0	0.000238095238095238	0.000238095238095238	0	2.38095238095238e-05	0	0	0	0	0.00019047619047619	0	0	0	0.000761904761904762	0	0	0	0	4.76190476190476e-05	0	0	0	0	0	0	0	0	0	0
"302617"	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	4.76190476190476e-05	0	0	2.38095238095238e-05	0	0	0	7.14285714285714e-05	2.38095238095238e-05	7.14285714285714e-05	0	0	0	0	2.38095238095238e-05	0	2.38095238095238e-05	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0
"636296"	0	0	0	0	0	2.38095238095238e-05	0	7.14285714285714e-05	0	0.00126190476190476	0	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
"4303114"	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238e-05	2.38095238095238e-05	0	0	0	4.76190476190476e-05	0	0	0	0	0	0	2.38095238095238e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
